id,合成品名称,合成品ID,背包显示排序,子类顺序,配方类别（0常用，1战斗，2生产，4建筑，6机械，7出现在食谱内，8出现在烹饪台内。填两个表示同时显示到两个分类里）,子类(填的是crafting的id),"插件编辑（大于0开放插件编辑，1：常用,2:装备,3:道具,4:材料,5:建筑,6:装饰,7:机械；填两个表示同时显示到两个分类里",插件编辑模板[0=不是模板，1=作为模板],英文名称,海外开放,必填/插件用,合成品数量,消耗经验,解锁等级(默认是1）,横占格（填3）,竖占格（填3）,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,是否随身合成（11616钛金锤（曾经是需要工具箱0，程序特殊处理了），11000空手（曾经是不需要工具箱1，程序特殊处理了），800不完整工匠台，797完整工匠台，794石锅，795烹饪台，150029融合台，201011烘焙箱）,烹饪时长（制作一份所需要的标准时长，单位tick，20tick=1s）,1格材料ID,1格材料数量,1格保留容器ID,2格材料ID,2格材料数量,2格保留容器ID,3格材料ID,3格材料数量,3格保留容器ID,4格材料ID,4格材料数量,4格保留容器ID,5格材料ID,5格材料数量,5格保留容器ID,6格材料ID,6格材料数量,6格保留容器ID,7格材料ID,7格材料数量,7格保留容器ID,8格材料ID,8格材料数量,8格保留容器ID,9格材料ID,9格材料数量,9格保留容器ID,货币ID,货币数量,分数,野人合成检测开关（0需要合成；1不需要合成）,标签
22194,石铲+能量矛,540194,,,,,,,,,,1,0,,3,3,0,150029,,11022,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22195,石铲+魔鬼鱼叉,540195,,,,,,,,,,1,0,,3,3,0,150029,,11022,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22196,铸铁铲+黄铜铲,540196,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,11021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22197,铸铁铲+石铲,540197,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,11022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22198,铸铁铲+铸铁铲,540198,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,11023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22199,铸铁铲+木棒,540199,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22200,铸铁铲+尖尖碰碰锤,540200,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22201,铸铁铲+冻结棒,540201,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22202,铸铁铲+钛金战锤,540202,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22203,铸铁铲+石剑,540203,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22204,铸铁铲+短剑,540204,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22205,铸铁铲+收割者,540205,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22206,铸铁铲+能量剑,540206,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22207,铸铁铲+石矛,540207,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22208,铸铁铲+黄铜矛,540208,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22209,铸铁铲+能量矛,540209,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22210,铸铁铲+魔鬼鱼叉,540210,,,,,,,,,,1,0,,3,3,0,150029,,11023,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22211,钛合金铲+黄铜铲,540211,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,11021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22212,钛合金铲+石铲,540212,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,11022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22213,钛合金铲+铸铁铲,540213,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,11023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22214,钛合金铲+钛合金铲,540214,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,11024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22215,钛合金铲+木棒,540215,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22216,钛合金铲+尖尖碰碰锤,540216,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22217,钛合金铲+冻结棒,540217,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22218,钛合金铲+钛金战锤,540218,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22219,钛合金铲+石剑,540219,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22220,钛合金铲+短剑,540220,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22221,钛合金铲+收割者,540221,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22222,钛合金铲+能量剑,540222,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22223,钛合金铲+石矛,540223,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22224,钛合金铲+黄铜矛,540224,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22225,钛合金铲+能量矛,540225,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22226,钛合金铲+魔鬼鱼叉,540226,,,,,,,,,,1,0,,3,3,0,150029,,11024,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22227,钨金铲+黄铜铲,540227,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,11021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22228,钨金铲+石铲,540228,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,11022,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22229,钨金铲+铸铁铲,540229,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,11023,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22230,钨金铲+钛合金铲,540230,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,11024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22231,钨金铲+钨金铲,540231,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,11025,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22232,钨金铲+木棒,540232,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22233,钨金铲+尖尖碰碰锤,540233,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22234,钨金铲+冻结棒,540234,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22235,钨金铲+钛金战锤,540235,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22236,钨金铲+石剑,540236,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22237,钨金铲+短剑,540237,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22238,钨金铲+收割者,540238,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22239,钨金铲+能量剑,540239,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22240,钨金铲+石矛,540240,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22241,钨金铲+黄铜矛,540241,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22242,钨金铲+能量矛,540242,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22243,钨金铲+魔鬼鱼叉,540243,,,,,,,,,,1,0,,3,3,0,150029,,11025,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22244,黄铜耙+黄铜耙,540244,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,11031,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22245,黄铜耙+石耙,540245,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,11032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22246,黄铜耙+木棒,540246,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22247,黄铜耙+尖尖碰碰锤,540247,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22248,黄铜耙+冻结棒,540248,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22249,黄铜耙+钛金战锤,540249,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22250,黄铜耙+石剑,540250,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22251,黄铜耙+短剑,540251,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22252,黄铜耙+收割者,540252,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22253,黄铜耙+能量剑,540253,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22254,黄铜耙+石矛,540254,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22255,黄铜耙+黄铜矛,540255,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22256,黄铜耙+能量矛,540256,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22257,黄铜耙+魔鬼鱼叉,540257,,,,,,,,,,1,0,,3,3,0,150029,,11031,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22258,石耙+石耙,540258,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,11032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22259,石耙+木棒,540259,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22260,石耙+尖尖碰碰锤,540260,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22261,石耙+冻结棒,540261,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22262,石耙+钛金战锤,540262,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22263,石耙+石剑,540263,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22264,石耙+短剑,540264,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22265,石耙+收割者,540265,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22266,石耙+能量剑,540266,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22267,石耙+石矛,540267,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22268,石耙+黄铜矛,540268,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22269,石耙+能量矛,540269,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22270,石耙+魔鬼鱼叉,540270,,,,,,,,,,1,0,,3,3,0,150029,,11032,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22271,铸铁耙+黄铜耙,540271,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,11031,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22272,铸铁耙+石耙,540272,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,11032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22273,铸铁耙+铸铁耙,540273,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,11033,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22274,铸铁耙+木棒,540274,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22275,铸铁耙+尖尖碰碰锤,540275,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22276,铸铁耙+冻结棒,540276,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22277,铸铁耙+钛金战锤,540277,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22278,铸铁耙+石剑,540278,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22279,铸铁耙+短剑,540279,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22280,铸铁耙+收割者,540280,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22281,铸铁耙+能量剑,540281,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22282,铸铁耙+石矛,540282,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22283,铸铁耙+黄铜矛,540283,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22284,铸铁耙+能量矛,540284,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22285,铸铁耙+魔鬼鱼叉,540285,,,,,,,,,,1,0,,3,3,0,150029,,11033,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22286,钛合金耙+黄铜耙,540286,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,11031,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22287,钛合金耙+石耙,540287,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,11032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22288,钛合金耙+铸铁耙,540288,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,11033,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22289,钛合金耙+钛合金耙,540289,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,11034,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22290,钛合金耙+木棒,540290,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22291,钛合金耙+尖尖碰碰锤,540291,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22292,钛合金耙+冻结棒,540292,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22293,钛合金耙+钛金战锤,540293,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22294,钛合金耙+石剑,540294,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22295,钛合金耙+短剑,540295,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22296,钛合金耙+收割者,540296,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22297,钛合金耙+能量剑,540297,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22298,钛合金耙+石矛,540298,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22299,钛合金耙+黄铜矛,540299,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22300,钛合金耙+能量矛,540300,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22301,钛合金耙+魔鬼鱼叉,540301,,,,,,,,,,1,0,,3,3,0,150029,,11034,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22302,钨金耙+黄铜耙,540302,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,11031,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22303,钨金耙+石耙,540303,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,11032,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22304,钨金耙+铸铁耙,540304,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,11033,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22305,钨金耙+钛合金耙,540305,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,11034,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22306,钨金耙+钨金耙,540306,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,11035,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22307,钨金耙+木棒,540307,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22308,钨金耙+尖尖碰碰锤,540308,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22309,钨金耙+冻结棒,540309,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22310,钨金耙+钛金战锤,540310,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22311,钨金耙+石剑,540311,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22312,钨金耙+短剑,540312,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22313,钨金耙+收割者,540313,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22314,钨金耙+能量剑,540314,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22315,钨金耙+石矛,540315,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22316,钨金耙+黄铜矛,540316,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12004,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22317,钨金耙+能量矛,540317,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12013,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22318,钨金耙+魔鬼鱼叉,540318,,,,,,,,,,1,0,,3,3,0,150029,,11035,1,,12063,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22319,木棒+木棒,540319,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22320,木棒+石剑,540320,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22321,木棒+短剑,540321,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22322,木棒+收割者,540322,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22323,木棒+能量剑,540323,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22324,木棒+蝎壳盾,540324,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22325,木棒+蝎刺盾,540325,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22326,木棒+木盾,540326,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22327,木棒+黄铜盾,540327,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22328,木棒+钛金盾,540328,,,,,,,,,,1,0,,3,3,0,150029,,12001,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22329,尖尖碰碰锤+木棒,540329,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22330,尖尖碰碰锤+尖尖碰碰锤,540330,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22331,尖尖碰碰锤+冻结棒,540331,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22332,尖尖碰碰锤+石剑,540332,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22333,尖尖碰碰锤+短剑,540333,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22334,尖尖碰碰锤+收割者,540334,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22335,尖尖碰碰锤+能量剑,540335,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22336,尖尖碰碰锤+蝎壳盾,540336,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22337,尖尖碰碰锤+蝎刺盾,540337,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22338,尖尖碰碰锤+木盾,540338,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22339,尖尖碰碰锤+黄铜盾,540339,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22340,尖尖碰碰锤+钛金盾,540340,,,,,,,,,,1,0,,3,3,0,150029,,11230,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22341,冻结棒+木棒,540341,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22342,冻结棒+冻结棒,540342,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22343,冻结棒+石剑,540343,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22344,冻结棒+短剑,540344,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22345,冻结棒+收割者,540345,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22346,冻结棒+能量剑,540346,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22347,冻结棒+蝎壳盾,540347,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22348,冻结棒+蝎刺盾,540348,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22349,冻结棒+木盾,540349,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12317,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22350,冻结棒+黄铜盾,540350,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12318,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22351,冻结棒+钛金盾,540351,,,,,,,,,,1,0,,3,3,0,150029,,12316,1,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22352,钛金战锤+木棒,540352,,,,,,,,,,1,0,,3,3,0,150029,,12010,1,,12001,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22353,钛金战锤+尖尖碰碰锤,540353,,,,,,,,,,1,0,,3,3,0,150029,,12010,1,,11230,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22354,钛金战锤+冻结棒,540354,,,,,,,,,,1,0,,3,3,0,150029,,12010,1,,12316,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22355,钛金战锤+钛金战锤,540355,,,,,,,,,,1,0,,3,3,0,150029,,12010,1,,12010,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22356,钛金战锤+石剑,540356,,,,,,,,,,1,0,,3,3,0,150029,,12010,1,,12012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22357,钛金战锤+短剑,540357,,,,,,,,,,1,0,,3,3,0,150029,,12010,1,,12003,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
22358,钛金战锤+收割者,540358,,,,,,,,,,1,0,,3,3,0,150029,,12010,1,,12009,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
