方块ID,方块名称,预制文件名,英文名称,插件用名称[必填/不能有空格],繁体名称,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,类别,插件编辑[大于0开放插件编辑，1=综合，2=彩色，3=建筑],触发器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],地形编辑器开放[1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块],成长后替换的模型ID,插件编辑模板[0=不是模板，1=作为模板],变换颜色,鼠标点击碰撞,移动碰撞[0=空气， 1=固体， 2= 液体， 3=不阻挡投射物，4=空气挡子弹，5=不阻挡物理],阻挡水流（0=不阻挡，1=阻挡，2=被流沙同化，3=覆盖阻挡）,"推动标识-0:普通推动后续方块, 1:推动碾碎, 2:不能推动",重力影响方式0:不影响， 1: 沙子会下坠， 2: 流体会往低处流， 3：花草会破坏,PlaceDir(0：没有方向，1：和放置的面相关，类似火把，  2：和自己视线的方向相关，类似楼梯),放置可直接替换,植物标识（填了1就视为是植物方块）,生长时间（生长阶段数|阶段生成时间）,覆雪标识[默认0=不覆雪 1=覆雪],爆炸抗性,硬度,地滑程度,燃烧速度,点燃概率,毒液侵蚀速度,充能状态,掉落物1,掉落概率1,掉落物2,掉落概率2,空手掉落物,空手掉落概率,采集掉落经验,掉落经验概率,掉落的星星数量（数组，两个值随机）,"遮挡旁边块0: 不遮挡， 1: 遮挡， 2： 根据厚度来定,  3: 遮挡相同材质",光衰减,光源强度,使用旁边方块的光照,高度（block),贴图1,贴图2/模型类这里填模型名称,prefab资源（用到prefab资源的方块填此字段）,走在上面声音,挖的声音,放置的声音,精准掉落物品,采集工具/1=斧头，2=镐，3=铲子，5=剪刀,工具等级（1=石，2=铜，3=铁，4=铝，5=钛，6=钴，7=钨）,随机颜色【地形生成树的时候会从三个颜色里等概率随机一个，以012的形式存于blockdata】,小地图颜色,分数,特殊数据1,可被投掷物击碎,特效名字,蓝图方块分类[多类相加，1=不能复制 2=不消耗 4=有方向的方块 8=随机数 16=多方向 32=不能替换],所需材料替换方块[蓝图],物理碰撞（0-无碰撞，1-满1格碰撞，2-不满一格的碰撞，3-门那种， 6-会根据方块data改变形状）,微缩透明度(0全透 15不透明),微缩发光度(0最亮 15不发光),温度源强度（用于计算温度源的热传导）,温度衰减（用于计算温度源的传热衰减）,植物生长温度区间（1=冻结，2=极寒，3=寒冷，4=适宜，5=炎热，6=极热，7=自燃；不在适宜温度区间则会降低生长速度，仅对cropper，flowergrow，melonstem，shrub这几个type生效；0或不填则不开启）,"多格方块类型(0非多格,1多格例如床钢琴箱子等)",韧度值,LOD等级(默认为0，0=强制显示),是否产生阴影(默认为1),是否按屏幕空间大小的方式裁剪(默认是1),破坏中的掉落粒子使用的特效文件，填文件名称，默认填空为使用通用粒子；文件地址：CommonResource\Assets\Resources\minigame\prefab\particles,破坏后的掉落粒子使用的特效文件，填文件名称，默认填空为使用通用粒子；文件地址：CommonResource\Assets\Resources\minigame\prefab\particles,挖掘附属特效（例如石头-火花）,可否被变向（0没有方向无法变向，1四向，2六、八向，3特殊处理）,自发光颜色,不透明度(0-255),"方块结构标识-0:可被推动、转动, 1:推动、转动碾碎, 2:不能推动、转动",里世界交互标识（0不可被交互，1可被交互）,PBR功能贴图,蓝图方块价值,替换绘制类型（BlockDrawType）,是否可活化,HDR自发光强度系数
162017,魔古砖竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,162017,10000,0,0,162017,10000,,,,2,15,0,,1,mogu_brick,,,blocks.stone,blocks.stone,blocks.stone,162017,2,1,,413250,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162018,宝石蓝竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,6,1,0,,0,,162018,10000,0,0,162018,10000,,,,2,15,0,,1,planks_sapphireblue,,,blocks.wood,blocks.wood,blockd.wood,162018,1,1,,3b82f6,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162019,花青紫竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,6,1,0,,0,,162019,10000,0,0,162019,10000,,,,2,15,0,,1,planks_anthocyaninpurple,,,blocks.wood,blocks.wood,blockd.wood,162019,1,1,,9b4dca,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162020,浅色水蘑石竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,10,1,0,,0,,162020,10000,0,0,162020,10000,,,,2,15,0,,1,terrazzo_pale,,,blocks.stone,blocks.stone,blockd.stone,162020,2,1,,f5f5f5,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162021,天青蓝水蘑石竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,10,1,0,,0,,162021,10000,0,0,162021,10000,,,,2,15,0,,1,terrazzo_skyblue,,,blocks.stone,blocks.stone,blockd.stone,162021,2,1,,87ceeb,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162022,菌菇板竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,1,5,1,0,,0,,162022,10000,0,0,162022,10000,,,,2,15,0,,1,mushroom_plank,,,blocks.wood,blocks.wood,blocks.wood,162022,1,1,,c67b5b,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162023,精制竖纹石竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,162023,10000,0,0,162023,10000,,,,2,15,0,,1,refined_vertical_striped_stone_brick,,,blocks.stone,blocks.stone,blocks.stone,162023,2,1,,84887e,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162024,粗制竖纹石竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,162024,10000,0,0,162024,10000,,,,2,15,0,,1,rough_vertical_striped_stone_brick,,,blocks.stone,blocks.stone,blocks.stone,162024,2,1,,84887e,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162025,多竖格釉面砖竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,162025,10000,0,0,162025,10000,,,,2,15,0,,1,multi_vertical_grid_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,162025,2,1,,84887e,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162026,绿白马赛克釉面砖竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,162026,10000,0,0,162026,10000,,,,2,15,0,,1,green_white_mosaic_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,162026,2,1,,D0C4A8,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162027,灰绿马赛克釉面砖竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,162027,10000,0,0,162027,10000,,,,2,15,0,,1,gray_green_mosaic_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,162027,2,1,,788D6F,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
162028,灰蓝马赛克釉面砖竖薄板,,,,,,varyverticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,162028,10000,0,0,162028,10000,,,,2,15,0,,1,gray_blue_mosaic_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,162028,2,1,,B4BDBF,,,,,,,2,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163000,163000-163999为多边形1/2斜板方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163000,,,,163000,,,,,,,,,,,,,,,,163000,,,,,,,,,,,,,,,1,,,,,,,,,,0,,0,,0,,0,,,
163001,软雪斜板,,,,,,trianglewholeslab,3,4,4,,,,1,0,3,0,0,2,,,,,3,1.5,1,0,,0,,163001,10000,0,0,163001,10000,,,,2,15,0,,1,snow,,,blocks.snow,blockd.snow,,163001,3,1,,d4f4f5,,,,,,,0,15,15,,1,,,,,,,,,,2,,255,0,1,,0.2,,,
163002,厚雪斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,163002,10000,0,0,163002,10000,,,,2,15,0,,1,snow,,,blocks.snow,blockd.snow,,163002,3,1,,d4f4f5,,,,,,,6,15,15,,1,,,,,,,,,,2,,255,0,1,,0.2,,,
163003,自然冰斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,5,5,1.6,0,,0,,163003,10000,0,0,163003,10000,,,,2,15,0,,1,ice,,,blocks.stone,blockd.stone,,163003,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.2,,,
163004,永冻冰斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1.6,0,,0,,163004,10000,0,0,163004,10000,,,,2,15,4,,1,eternal_ice,,,blocks.stone,blockd.stone,,163004,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,c6d6dc,255,0,1,,0.2,,,2
163005,[水墨]黑墨斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,163005,10000,0,0,163005,10000,,,,2,15,0,,1,ink_black,,,blocks.stone,blockd.stone,,163005,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
163006,[水墨]灰墨斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,163006,10000,0,0,163006,10000,,,,2,15,0,,1,ink_grey,,,blocks.stone,blockd.stone,,163006,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
163007,[水墨]墨灰砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,163007,10000,0,0,163007,10000,,,,2,15,0,,1,ink_greybrick,,,blocks.stone,blockd.stone,,163007,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
163008,[水墨]墨白砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,163008,10000,0,0,163008,10000,,,,2,15,0,,1,ink_whitebrick,,,blocks.stone,blockd.stone,,163008,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
163009,[水墨]宣纸斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,163009,10000,0,0,163009,10000,,,,2,15,0,,1,xuanzhi,,,blocks.stone,blockd.stone,,163009,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
163010,[水墨]瓦片斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,163010,10000,0,0,163010,10000,,,,2,15,0,,1,wapian,,,blocks.stone,blockd.stone,,163010,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
163011,[水墨]茅草斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,163011,10000,0,0,163011,10000,,,,2,15,0,,1,maocao,,,blocks.stone,blockd.stone,,163011,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
163012,[水墨]青瓦斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,163012,10000,0,0,163012,10000,,,,2,15,0,,1,qingwa,,,blocks.stone,blockd.stone,,163012,2,1,,5bc0ee,,,,,,,6,15,15,,1,,,1,,,,,,,2,,255,0,1,,0.5,,,
163013,金合欢树原木,,,,,,trianglewholeslab,1,4,4,,,,1,1,3,0,0,2,,,,,35,9,1,1,5,1,,11323,20000,0,0,11323,20000,,,,2,15,0,,1,log_acacia_trees,,,blocks.wood,blockd.wood,blockd.wood,163013,1,1,,7c6037,,,,,,,6,15,15,,1,,,1,,,,,,,2,,0,0,1,,0.2,,,
163014,完整土砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,163014,10000,0,0,163014,10000,,,,2,15,0,,1,complete_adobe_brick,,,blocks.stone,blockd.stone,blockd.stone,163014,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163015,完整黄砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,163015,10000,0,0,163015,10000,,,,2,15,0,,1,complete_sand_brick,,,blocks.stone,blockd.stone,blockd.stone,163015,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163016,完整砂土砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,163016,10000,0,0,163016,10000,,,,2,15,0,,1,complete_arenosol_brick,,,blocks.stone,blockd.stone,blockd.stone,163016,2,1,,c79d59,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163017,完整蘑古砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163017,10000,0,0,163017,10000,,,,2,15,0,,1,large_blue_rock_brick,,,blocks.stone,blocks.stone,blocks.stone,163017,2,1,,263235,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163018,完整魔古砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163018,10000,0,0,163018,10000,,,,2,15,10,,1,magic-mithsilver_block,,,blocks.stone,blocks.stone,blocks.stone,163018,2,1,,413250,,,,,,,6,15,15,,1,,,10,,,,,,,2,f6e8ff,255,0,1,,0.2,,,
163019,宝石蓝斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,6,1,0,,0,,163019,10000,0,0,163019,10000,,,,2,15,0,,1,planks_sapphireblue,,,blocks.wood,blocks.wood,blockd.wood,163019,1,1,,3b82f6,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163020,花青紫斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,6,1,0,,0,,163020,10000,0,0,163020,10000,,,,2,15,0,,1,planks_anthocyaninpurple,,,blocks.wood,blocks.wood,blockd.wood,163020,1,1,,9b4dca,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163021,浅色水蘑石斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,10,1,0,,0,,163021,10000,0,0,163021,10000,,,,2,15,0,,1,terrazzo_pale,,,blocks.stone,blocks.stone,blockd.stone,163021,2,1,,f5f5f5,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163022,天青蓝水蘑石斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,10,1,0,,0,,163022,10000,0,0,163022,10000,,,,2,15,0,,1,terrazzo_skyblue,,,blocks.stone,blocks.stone,blockd.stone,163022,2,1,,87ceeb,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163023,菌菇板斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,1,5,1,0,,0,,163023,10000,0,0,163023,10000,,,,2,15,0,,1,mushroom_plank,,,blocks.wood,blocks.wood,blocks.wood,163023,1,1,,c67b5b,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163024,精制完整石斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163024,10000,0,0,163024,10000,,,,2,15,0,,1,refined_complete_stone_brick,,,blocks.stone,blocks.stone,blocks.stone,163024,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163025,精制完整镶边石斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163025,10000,0,0,163025,10000,,,,2,15,0,,1,refined_and_complete_edged_stone_brick,,,blocks.stone,blocks.stone,blocks.stone,163025,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163026,粗制完整石斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163026,10000,0,0,163026,10000,,,,2,15,0,,1,rough_complete_stone_brick,,,blocks.stone,blocks.stone,blocks.stone,163026,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163027,魔古砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163027,10000,0,0,163027,10000,,,,2,15,0,,1,mogu_brick,,,blocks.stone,blocks.stone,blocks.stone,163027,2,1,,C0C0C0,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163028,横格釉面砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163028,10000,0,0,163028,10000,,,,2,15,0,,1,glazed_tile_1,,,blocks.stone,blocks.stone,blocks.stone,163028,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163029,完整釉面砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163029,10000,0,0,163029,10000,,,,2,15,0,,1,complete_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,163029,2,1,,84887e,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163030,绿白马赛克釉面砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163030,10000,0,0,163030,10000,,,,2,15,0,,1,green_white_mosaic_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,163030,2,1,,D0C4A8,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163031,灰绿马赛克釉面砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163031,10000,0,0,163031,10000,,,,2,15,0,,1,gray_green_mosaic_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,163031,2,1,,788D6F,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
163032,灰蓝马赛克釉面砖斜板,,,,,,trianglewholeslab,3,4,4,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,163032,10000,0,0,163032,10000,,,,2,15,0,,1,gray_blue_mosaic_glazed_block,,,blocks.stone,blocks.stone,blocks.stone,163032,2,1,,B4BDBF,,,,,,,6,15,15,,1,,,10,,,,,,,2,,255,0,1,,0.2,,,
164000,164000-164999为多边形1/2竖板方块,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164000,,,,164000,,,,,,,,,,,,,,,,164000,,,,,,,,,,,,,,,1,,,,,,,,,,0,,0,,0,,0,,,
164001,软雪竖板,,,,,,verticalslab,3,4,4,,,,1,0,3,0,0,2,,,,,3,1.5,1,0,,0,,164001,10000,0,0,164001,10000,,,,2,15,0,,1,snow,,,blocks.snow,blockd.snow,,164001,3,1,,d4f4f5,,,,,,,0,15,15,,1,,,,,,,,,,1,,255,0,1,,0.2,,,
164002,厚雪竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,3,1.5,1,0,,0,,164002,10000,0,0,164002,10000,,,,2,15,0,,1,snow,,,blocks.snow,blockd.snow,,164002,3,1,,d4f4f5,,,,,,,2,15,15,,1,,,,,,,,,,1,,255,0,1,,0.2,,,
164003,自然冰竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,5,5,1.6,0,,0,,164003,10000,0,0,164003,10000,,,,2,15,0,,1,ice,,,blocks.stone,blockd.stone,,164003,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,,255,0,1,,0.2,,,
164004,永冻冰竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1.6,0,,0,,164004,10000,0,0,164004,10000,,,,2,15,4,,1,eternal_ice,,,blocks.stone,blockd.stone,,164004,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,c6d6dc,255,0,1,,0.2,,,2
164005,[水墨]黑墨竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,164005,10000,0,0,164005,10000,,,,2,15,0,,1,ink_black,,,blocks.stone,blockd.stone,,164005,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,,255,0,1,,0.5,,,
164006,[水墨]灰墨竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,164006,10000,0,0,164006,10000,,,,2,15,0,,1,ink_grey,,,blocks.stone,blockd.stone,,164006,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,,255,0,1,,0.5,,,
164007,[水墨]墨灰砖竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,164007,10000,0,0,164007,10000,,,,2,15,0,,1,ink_greybrick,,,blocks.stone,blockd.stone,,164007,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,,255,0,1,,0.5,,,
164008,[水墨]墨白砖竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,164008,10000,0,0,164008,10000,,,,2,15,0,,1,ink_whitebrick,,,blocks.stone,blockd.stone,,164008,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,,255,0,1,,0.5,,,
164009,[水墨]宣纸竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,164009,10000,0,0,164009,10000,,,,2,15,0,,1,xuanzhi,,,blocks.stone,blockd.stone,,164009,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,,255,0,1,,0.5,,,
164010,[水墨]瓦片竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,164010,10000,0,0,164010,10000,,,,2,15,0,,1,wapian,,,blocks.stone,blockd.stone,,164010,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,,255,0,1,,0.5,,,
164011,[水墨]茅草竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,164011,10000,0,0,164011,10000,,,,2,15,0,,1,maocao,,,blocks.stone,blockd.stone,,164011,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,,255,0,1,,0.5,,,
164012,[水墨]青瓦竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,20,5,1,0,,0,,164012,10000,0,0,164012,10000,,,,2,15,0,,1,qingwa,,,blocks.stone,blockd.stone,,164012,2,1,,5bc0ee,,,,,,,2,15,15,,1,,,1,,,,,,,1,,255,0,1,,0.5,,,
164013,竖纹土砖竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,164013,10000,0,0,164013,10000,,,,2,15,0,,1,vertical_striped_adobe_brick,,,blocks.stone,blockd.stone,blockd.stone,164013,2,1,,84887e,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
164014,竖纹黄砖竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,164014,10000,0,0,164014,10000,,,,2,15,0,,1,vertical_striped_sand_brick,,,blocks.stone,blockd.stone,blockd.stone,164014,2,1,,84887e,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
164015,多格砂土砖竖板,,,,,,verticalslab,3,4,4,,,,1,1,3,0,0,2,,,,,50,12,1,0,,0,,164015,10000,0,0,164015,10000,,,,2,15,0,,1,multi_grid_arenosol_brick,,,blocks.stone,blockd.stone,blockd.stone,164015,2,1,,c79d59,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
164016,完整蘑古砖竖板,,,,,,verticalslab,,,,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,164016,10000,0,0,164016,10000,,,,2,15,0,,1,large_blue_rock_brick,,,blocks.stone,blocks.stone,blocks.stone,164016,2,1,,C0C0C0,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
164017,完整魔古砖竖板,,,,,,verticalslab,,,,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,164017,10000,0,0,164017,10000,,,,2,15,10,,1,magic-mithsilver_block,,,blocks.stone,blocks.stone,blocks.stone,164017,2,1,,C0C0C0,,,,,,,2,15,15,,1,,,10,,,,,,,1,f6e8ff,255,0,1,,0.5,,,
164018,宝石蓝竖板,,,,,,verticalslab,,,,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,164018,10000,0,0,164018,10000,,,,2,15,0,,1,planks_sapphireblue,,,blocks.wood,blocks.wood,blockd.wood,164018,2,1,,3b82f6,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
164019,花青紫竖板,,,,,,verticalslab,,,,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,164019,10000,0,0,164019,10000,,,,2,15,0,,1,planks_anthocyaninpurple,,,blocks.wood,blocks.wood,blockd.wood,164019,2,1,,9b4dca,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
164020,浅色水蘑石竖板,,,,,,verticalslab,,,,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,164020,10000,0,0,164020,10000,,,,2,15,0,,1,terrazzo_pale,,,blocks.stone,blocks.stone,blockd.stone,164020,2,1,,f5f5f5,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
164021,天青蓝水蘑石竖板,,,,,,verticalslab,,,,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,164021,10000,0,0,164021,10000,,,,2,15,0,,1,terrazzo_skyblue,,,blocks.stone,blocks.stone,blockd.stone,164021,2,1,,87ceeb,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
164022,菌菇板竖板,,,,,,verticalslab,,,,,,,1,1,3,0,0,2,,,,,1,30,1,0,,0,,164022,10000,0,0,164022,10000,,,,2,15,0,,1,mushroom_plank,,,blocks.wood,blocks.wood,blocks.wood,164022,2,1,,c67b5b,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
164023,精制竖纹石竖板,,,,,,verticalslab,,,,,,,1,1,3,0,0,2,,,,,100,15,1,0,,0,,164023,10000,0,0,164023,10000,,,,2,15,0,,1,refined_vertical_striped_stone_brick,,,blocks.stone,blocks.stone,blockd.stone,164023,2,1,,84887e,,,,,,,2,15,15,,1,,,10,,,,,,,1,,255,0,1,,0.5,,,
