id,特效名,备注,插件库开放[0代表不开放，1=开放 ],触发器开放[0代表不开放，1=开放 ],分类（1=烟雾 2=爆炸 3=光效 4=粒子 5=火焰 6=环境 7=提示）,特效类型（1=ent类型 2=emo类型 3=两者都有 4=prefab类型）,播放模式（1=循环播放，2=播放后结束，3=播放后停留）,播放时长（单位秒，对非循环生效）(弃用),特效路径,音效名称,图标名字
6355,二阶段boss登场的空间碎片特效,,0,1,4,4,2,10,VoidBoss_Enter,,
6356,虚空砸击的警告区域,,0,1,4,4,2,10,Skill_VoidSmash_Warn,,
6357,虚空砸击命中的特效,,0,1,4,4,2,10,Skill_VoidSmash_Hit,,
6358,紫色矩形冲击波,,0,1,4,4,2,10,Skill_VoidWave,,
6359,单个激光的预警指示器（红色）,,0,1,4,4,2,10,Skill_SmallLaser_Warn,,
6360,大的虚空火球,,0,1,4,4,2,10,Skill_BigVoidBall_Trail,,
6361,虚空火球引爆的特效,,0,1,4,4,2,10,Skill_BigVoidBall_Boom,,
6362,虚空火焰燃烧区域,,0,1,4,4,2,10,Skill_VoidFire,,
6363,大虚空激光,,0,1,4,4,2,10,Skill_BigLaser,,
6364,裂波弹特效,,0,1,4,4,2,10,Skill_WaveBall_Trail,,
6365,巨型boss怒吼的特效,,0,1,4,4,2,10,Skill_VoidScream,,
6366,虚空黑洞,,0,1,4,4,2,10,Skill_BlackHole,,
6367,巨型boss 狂暴状态特效,,0,1,4,4,1,10,VoidBoss_Body_Crazy,,
6368,巨型boss反击爆炸,,0,1,4,4,1,10,VoidBoss_BigHit,,
6369,boss部件 激活状态特效,,0,1,4,4,1,10,VoidBoss_Part_Active,,
6370,boss本体连接部件的特效,,0,1,4,4,2,10,VoidBoss_Connect,,
6371,boss本体的眼睛特效,,0,1,4,4,1,10,VoidBoss_Body,,
6372,boss本体的减伤护盾特效,,0,1,4,4,1,10,VoidBoss_Shield,,
6373,虚空突刺,,0,1,4,4,2,10,Skill_VoidSpike,,
6374,陨石雨的传送门特效,,0,1,4,4,2,10,Skill_MeteorRock_1,,
6375,陨石本身的特效,,0,1,4,4,2,10,Skill_MeteorRock_Trail,,
6376,陨石命中的特效,,0,1,4,4,2,10,Skill_MeteorRock_Hit,,
6377,虚空分身,,0,1,4,4,2,10,Skill_VoidClone,,
6378,虚空浮空球,,0,1,4,4,2,10,Skill_FloatBall,,
6379,单条紫色激光（较细）2,,0,1,4,4,2,10,Skill_SmallLaser1,,
6380,单条紫色激光（较细）3,,0,1,4,4,2,10,Skill_SmallLaser2,,
6381,单条紫色激光（较细）4,,0,1,4,4,2,10,Skill_SmallLaser3,,
6382,单条紫色激光（较细）5,,0,1,4,4,2,10,Skill_SmallLaser4,,
7000,洛迦周身特效,,1,1,3,3,1,10,boss_Loka_glow01,,
7001,虚空锁链,,1,1,3,3,1,10,boss_Loka_skill01,,
7002,紫火风暴,,1,1,3,3,1,10,boss_Loka_skill02,,
7003,紫火风暴(boos动作）,,1,1,3,3,1,10,boss_Loka_skill02_attack,,
7004,星爆术,,1,1,3,3,1,10,boss_Loka_skill03,,
7005,星爆术（boos动作）,,1,1,3,3,1,10,boss_Loka_skill03_attack,,
7006,泡泡攻击,,1,1,3,3,1,10,boss_Satis_skill01,,
7007,水晶鱼群,,1,1,3,3,1,10,boss_Satis_skill02,,
7008,旋涡,,1,1,3,3,1,10,boss_Satis_skill03,,
7009,虚空绽放,,1,1,3,3,1,10,boss_Satis_skill04,,
7010,粉泡泡攻击,,1,1,3,3,1,10,pet_Salamunchkin_skill01,,
7011,粉泡泡击中,,1,1,3,3,1,10,pet_Salamunchkin_skill01_trail,,
7012,星光回血,,1,1,3,3,1,10,pet_Salamunchkin_skill02,,
7013,星光回血击中,,1,1,3,3,1,10,pet_Salamunchkin_skill02_trail,,
7014,紫火喷射,,1,1,5,3,2,10,elitemobs_VoidcaskSentinel_skill01,,
7015,头顶火焰特效,,1,1,3,3,1,10,elitemobs_VoidcaskSentinel_glow01,,
7016,紫火焦灼,,1,1,5,3,1,10,elitemobs_VoidcaskSentinel_skill01_hit,,
7017,罐罐冲撞,,1,1,3,3,1,10,elitemobs_VoidcaskSentinel_skill02,,
7018,火墙召唤,,1,1,5,3,1,10,elitemobs_VoidcaskSentinel_skill03,,
7019,火把燃烧,,1,1,5,3,1,10,changjing_huoyan_normal,,
7020,火把燃烧偏移,,1,1,5,3,1,10,changjing_huoyan,,
7021,壁炉火焰,,1,1,5,3,1,10,changjing_huoyanpianyi,,
7022,冶炼炉烟雾,,1,1,1,3,1,10,changjing_yanwupianyi,,
7023,烟囱烟雾,,1,1,1,3,1,10,changjing_yancongmaoyan,,
7024,烟雾扩散,,1,1,1,3,1,10,changjing_daoxiayanwu,,
7025,复活点,,1,1,3,3,1,10,changjing_fuhuodian,,
7026,传送门,,1,1,3,3,1,10,changjing_chuansongmen,,
7027,萤火虫,,1,1,6,3,1,10,changjing_yinghuochong,,
7028,独瞳族语音,,1,1,7,3,1,10,changjing_dutong,,
7029,受惊,,1,1,7,3,1,10,changjing_chijing,,
7030,睡觉,,1,1,7,3,1,10,changjing_zz,,
7031,闪现原地位置,,1,1,3,3,1,10,boss_Loka_flash_1,,
7032,闪现出现位置,,1,1,3,3,1,10,boss_Loka_flash_2,,
7033,火球,,1,1,3,3,1,10,boss_Loka_huoqiu,,
7034,火球受击,,1,1,3,3,1,10,boss_Loka_huoqiu2,,
7035,锁链受击,,1,1,3,3,1,10,boss_Loka_skill01_2,,
7036,透明度优化,,1,1,3,3,1,10,boss_Loka_skill03_attack,,
7037,罐子怪扇形攻击,,1,1,3,3,1,200,zf_guanzi_fire_1,,
7038,角色身上着火,,1,1,3,3,1,10,zf_wj_fire_3,,
7039,赛马星星,,1,1,3,3,1,10,zhanfang_xingxing,,
7040,传送门,,1,1,3,3,1,10,CSM,,
7041,传送门修复,,1,1,3,3,1,10,xiufu,,
7042,ZZZ,头上不断冒出“ZZZ”的效果/animal_zzz,1,1,7,3,1,10,animal_zzz,,
7043,驯服成功,驯服成功后有金光特效/animal_xunfu_1,1,1,3,3,2,10,animal_xunfu_1,,
7044,繁殖成功,冒光和粒子（幼崽身上出现）/animal_lizi_1,1,1,4,3,2,10,animal_lizi_1,,
7045,繁殖中,身上喷发爱心/animal_aixin_2,1,1,4,3,1,10,animal_aixin_2,,
7046,待繁殖,头顶冒爱心/animal_aixin_1,1,1,4,3,1,10,animal_aixin_1,,
7047,传送门未开启,,1,1,3,3,1,10,zhanfang_chaunsongm,,
7048,锁链投射,,0,0,3,3,1,10,boss_Loka_skill01_3,,
7049,罐子怪蓄力改色,,1,1,3,3,1,10,Elemental_effect_Fcharge2,,
7050,地面符文,,1,1,3,3,1,10,boss_Loka_fuwen,,
7051,落水,,1,1,3,3,1,10,zhanfang_youyong_01,,
7052,水面游泳,,1,1,3,3,1,10,zhanfang_youyong_02,,
7053,BOSS洛伽待机,,1,1,3,3,1,10,boss_Loka_daiji,,
7054,BOSS洛伽死亡,,1,1,3,3,1,10,boss_Loka_siwang,,
7055,左手发光,,1,1,3,3,1,10,boss_shoubu_fire_1,,
7056,头部发光,,1,1,3,3,1,10,boss_toubu_guang,,
7057,罐子怪出现,,1,1,3,3,1,10,mach_guaiziguai_huo,,
7058,火盆紫色火焰,,1,1,3,3,1,10,zhanfang_huopen_fire_1,,
7059,复活点星核特效,,1,1,3,3,1,10,zhanfang_xingzhan_1,,
7060,宝箱特效1,,1,1,3,3,1,10,zhanfang_baoxiang_1,,
7061,宝箱特效2,,1,1,3,3,1,10,zhanfang_baoxiang_2,,
7062,作物浇水,,1,1,3,3,1,10,zhanfang_jiaoshui,,
7063,作物除虫,,1,1,3,3,1,10,zhanfang_cuchong_1,,
7064,作物枯萎,,1,1,3,3,1,10,zhanfang_kuwei_1,,
7065,作物成熟,,1,1,3,3,1,10,zhanfang_xingxing_1,,
7100,村民复活,,1,1,3,3,2,10,Village_revive,,
7989,萝卜王待机,,1,1,3,4,1,10,Farm_luobo_1,,
7990,彩虹草莓待机,,1,1,3,4,1,10,Farm_caomei_1,,
7991,水晶西瓜（小）待机,,1,1,3,4,1,10,Farm_bingxigua_3,,
7992,水晶西瓜（大）待机,,1,1,3,4,1,10,Farm_bingxigua_4,,
7993,精致玉米待机,,1,1,3,4,1,10,Farm_yumi_1,,
7994,日光番茄待机,,1,1,3,4,1,10,Farm_fanqie_1,,
7995,阳光青提待机,,1,1,3,4,1,10,Farm_qingti_1,,
7996,杂交水稻待机,,1,1,3,4,1,10,Farm_shuidao_1,,particles04
7997,冰果（小）待机,,1,1,3,4,1,10,Farm_bingxigua_1,,particles04
7998,冰果（大）待机,,1,1,3,4,1,10,Farm_bingxigua_2,,particles04
7999,烈焰瓜（小）待机,,1,1,3,4,1,10,Farm_nanguahuo_1,,particles04
8000,烈焰瓜（大）待机,,1,1,3,4,1,10,Farm_nanguahuo_2,,particles04
8001,冒险作物成熟,,1,1,3,4,2,10,Farm_chengshu_1,,
8002,冒险作物收获,,1,1,3,4,2,10,Farm_shouhuo_1,,
8003,冒险作物单格丰硕成熟,,1,1,3,4,2,10,Farm_fengshou_1,,
8004,冒险作物多格丰硕成熟,,1,1,3,4,2,10,Farm_fengshou_2,,
8005,冒险作物变异,,1,1,3,4,2,10,Farm_bianyi_1,,
8006,冰焰双果披萨,,1,1,3,4,1,10,farm_pisa_1,,
8007,生日蛋糕烟花,,1,1,3,4,1,10,birthdaycake,,
8011,2026烟花,,1,1,2,3,2,10,Yanhua_2026,,
8012,新年快乐烟花,,1,1,2,3,2,10,Yanhua_XNKL,,
8013,粉色新年烟花,,1,1,2,3,2,10,Yanhua_blue,,
8014,蓝色新年烟花,,1,1,2,3,2,10,Yanhua_green,,
8015,绿色新年烟花,,1,1,2,3,2,10,Yanhua_pink,,
8016,兑换成功,,1,1,3,4,2,10,Nani_exchange_success,,
8017,灶台火焰特效,,0,0,5,4,1,10,StoveFire,,
8018,炒锅黑烟特效,,0,0,1,4,2,10,BlackSmoke,,
8019,蓝色大圆形聚光灯特效,,0,0,3,4,1,10,LightCone2,,
8020,蓝色圆形聚光灯特效,,0,0,3,4,1,10,LightCone1,,
8021,黄色圆形聚光灯特效,,0,0,3,4,1,10,LightCone_yellow_1,,
8022,黄色大圆形聚光灯特效,,0,0,3,4,1,10,LightCone_yellow_2,,
8023,彩虹拖尾,,0,0,3,4,1,10,Rainbow_Trail,,
8024,彩虹桥特效,,0,0,3,4,1,10,Rainbow_Bridge,,
8025,彩虹天空特效,,0,0,3,4,1,10,Rainbow_Sky,,
8026,家园豪华值特效,,0,0,3,4,1,10,Home_Wings,,
8027,魔法光柱,,0,1,3,4,2,10,magic_pillar,,
8028,魔法阵,,0,1,3,4,1,10,magic_circle,,
8029,符文祭坛,,0,1,3,4,1,10,decay_flame,,
8030,喷火的特效，loop,,0,1,5,4,1,10,Skill_Fire1,,particles05
8031,喷火的特效，loop,,0,1,5,4,1,10,Skill_Fire2,,particles05
8032,喷火的特效，loop,,0,1,5,4,1,10,Skill_Fire3,,particles05
8033,托底的特效+石头方块本身1,,0,1,5,4,1,10,Skill_Stone_under1,,
8034,托底的特效+石头方块本身2,,0,1,5,4,1,10,Skill_Stone_under2,,
8035,流星拖尾,,1,1,4,4,1,10,Meteor_Trail,,particles04
8036,流星光柱,,1,1,3,4,1,10,Meteor_LightUp,,particles03
8037,流星烟花绽放,,1,1,3,4,2,10,Scene_Firework_Meteor,,particles08
8038,传送门门框特效,,0,1,3,4,1,10,Portal_Doorframe_1,,
8039,传送门过渡特效,,0,1,3,4,1,10,Portal_Doorframe_2,,
8040,引路特效,,0,1,3,4,1,10,Guiding,,
8041,紫色箭形法球,,0,1,3,4,1,10,Purple_Arrow_Orb,,
8042,箭形法球击中效果,,0,1,2,4,2,10,Arrow_Orb_Hit,,
8043,紫色剑气,,0,1,3,4,2,10,Purple_Blade_Wave,,
8044,紫色花粉特效,,0,1,3,4,1,10,Purple_Pollen,,
8045,白色法球,,0,1,3,4,1,10,White_Orb,,
8046,孢子法球,,0,1,3,4,1,10,MushroomKing_Spore_Orb,,
8047,孢子法球击中效果,,0,1,2,4,2,10,MushroomKing_Spore_Orb_Hit,,
8048,菇阵预警特效,,0,1,7,4,1,10,MushroomKing_Array_Warning,,
8049,菇阵生长特效,,0,1,7,4,2,10,MushroomKing_Array_Growth,,
8050,菇阵爆炸特效,,0,1,2,4,2,10,MushroomKing_Array_Explosion,,
8051,引力特效,,0,1,7,4,1,10,MushroomKing_Gravity,,
8052,召唤法阵,,0,1,7,4,1,10,MushroomKing_Summon_Circle,,
8053,烈焰法阵,,0,1,7,4,1,10,Flame_Circle,,
8054,音符飘动特效,,0,1,3,4,1,10,Note_Floating,,
8055,巨剑突刺,,0,1,3,4,2,10,,,
8056,冲击波1,,0,1,3,4,2,10,,,
8057,法阵召唤生物,,1,1,1,4,2,10,Block_SummonCreature,,particles01
8058,凝胶爆开特效,,0,1,6,4,2,10,Gel_Splash,,
8059,蘑晶球击中特效,,0,1,3,4,2,10,MushroomBall_Hit,,
8060,蘑菇撒粉特效,,0,1,4,4,1,10,Mushroom_Dust,,
8061,音乐菇互动特效,,0,1,3,4,2,10,Music_Ripple,,
8062,蘑菇村庄图腾,,0,1,6,4,2,10,MushroomVillage_Totem,,
8063,四叶草村庄图腾,,0,1,6,4,2,10,CloverVillage_Totem,,
