ID[整型],名称[string],界面大类[整型](1事件 2条件 3动作 4取值 5流程控制 6变量 7自定义),界面子类[整型]【1通用，2游戏，3玩家，4生物，5方块，6道具，7变量，8控制，9自定义，10数学，11组，12计时器，13界面，14特效，15音频，16图文信息，17开发者，18赋值，19数据存储，21区域，22位置，23数值，24字符串，25布尔值，26生物类型，27排行榜，28一维表，29世界，30二维表，36蓝图】,形状类型[数值](1事件 2条件 3动作 4取值 5重复执行 6次数重复执行 7重复执行直到 8退出循环 9如果那么 如果那么否则 10保持等待直到),简略显示[数值]【在库里是否缩略显示，1=是，0=否】,描述[string],图标[string],使用场景过滤[string],传参[string],左右值标记[整型],返回值[整型],参数1类型[string],参数1默认值[string],参数2类型,参数2默认值,参数3类型,参数3默认值,参数4类型,参数4默认值,参数5类型,参数5默认值,参数6类型,参数6默认值,参数7类型,参数7默认值,参数8类型,参数8默认值,参数9类型,参数9默认值,参数10类型,参数10默认值,参数11类型,参数11默认值,显示控制（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见 3=4位数迷你号可见  4 = 仅国内可见  5 = 仅海外可见 6 = 仅国内开发者可见 7 = 仅海外开发者可见）,积木间距值（间距值默认为60，超过60会开始变高）,说明,是否显示详细说明（0和空不显示，1显示）,
80010,最后创建的生物,4,4,4,1,最后创建的生物,,"1,1,0,1,1,0",,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,749
300009,服务器获取的生物,4,4,4,1,服务器获取的生物,,"1,1,0,1,1,0",,1,30,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,95,,,750
70015,生物类型,4,4,4,1,生物类型%1,,"1,1,0,1,1,1",,1,52,1032|1|0,2|3400,,,,,,,,,,,,,,,,,,,,,,,,,751
70013,指定生物类型,4,4,4,1,%1的类型,,"1,1,0,1,1,0",,1,31,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,752
70014,随机生物类型,4,4,4,1,随机的生物类型,,"1,1,0,1,1,0",,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,753
80008,触发事件的生物类型,4,4,4,1,触发事件的生物类型,,"1,1,0,1,1,0",,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,754
80009,事件中的目标生物类型,4,4,4,1,事件中的目标生物类型,,"1,1,0,1,1,0",,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,755
80011,最后创建的生物类型,4,4,4,1,最后创建的生物类型,,"1,1,0,1,1,0",,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,756
300010,服务器获取的生物类型,4,4,4,1,服务器获取的生物类型,,"1,1,0,1,1,0",,1,31,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,95,,,757
70019,生物类型组,4,4,4,1,生物类型组%1,,"1,1,0,1,1,1",,1,60,1069|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,758
240001,生物类型组中指定编号的生物类型,4,4,4,1,%1中编号为%2的生物类型,,"1,1,0,1,1,0",,0,31,1069|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,,,759
240002,生物类型组中的随机生物类型,4,4,4,1,%1中的随机生物类型,,"1,1,0,1,1,0",,1,31,1069|1|0,,,,,,,,,,,,,,,,,,,,,,,95,,,760
70016,生物组,4,4,4,1,生物组%1,,"0,0,0,0,0,0",,1,52,1033|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,761
70018,生物组,4,4,4,1,生物组%1,,"1,1,0,1,1,1",,1,60,1033|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,762
70004,获取生物组中生物编号,4,4,4,1,%1中%2的编号,,"1,1,0,1,1,0",,1,6,1033|1|0,,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,763
80001,生物组中生物的数量,4,4,4,1,%1中生物的数量,,"1,1,0,1,1,0",,1,6,1033|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,764
80002,生物组中指定编号的生物,4,4,4,1,%1中编号为%2的生物,,"1,1,0,1,1,0",,0,30,1033|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,,,765
80003,生物组中的随机生物,4,4,4,1,%1中的随机生物,,"1,1,0,1,1,0",,1,30,1033|1|0,,,,,,,,,,,,,,,,,,,,,,,95,,,766
80004,队伍中的所有生物,4,4,4,1,%1中的所有生物,,"1,1,0,1,1,0",,1,32,1023|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,767
80005,区域中的所有生物,4,4,4,1,%1中的所有生物,,"1,1,0,1,1,0",,1,32,1001|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,768
80012,发射投掷物的生物,4,4,4,1,发射投掷物的生物,,"1,1,0,1,1,0",,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,769
140001,方块类型,4,5,4,1,方块类型%1,,"1,1,0,1,1,1",,1,52,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,,,,,,,770
10041,随机方块类型,4,5,4,1,随机方块类型,,"1,1,0,1,1,0",,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,771
40022,事件中的区域,4,1,4,1,事件中的区域,,"1,1,0,1,1,0",,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,772
40009,事件中的方块类型,4,5,4,1,事件中的方块类型,,"1,1,0,1,1,0",,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,773
40010,最后创建的方块类型,4,5,4,1,最后创建的方块类型,,"1,1,0,1,1,0",,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,774
100007,指定位置的方块类型,4,5,4,1,%1的方块类型,,"1,1,0,1,1,0",,1,24,1002|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,775
140003,方块类型名,4,5,4,1,%1的类型名,,"1,1,0,1,1,0",,1,11,1025|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,776
140004,方块类型描述,4,5,4,1,%1的插件描述,,"1,1,0,1,1,0",,1,11,1025|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,777
140005,方块类型的外观,4,5,4,1,%1的外观,,"1,1,0,1,1,0",,1,59,1025|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,778
10015,射线打到的方块类型,4,5,4,1,从%1向%2发射%3格的射线打到的方块类型,,"1,1,0,1,1,0",,1,24,1002|1|0,,1003|1|2,5|20001,1005|1|0,1|10,,,,,,,,,,,,,,,,,,,,,779
10061,射线打到的对象,4,5,4,1,从%1向%2发射%3格的射线打到的%4,,"1,1,0,1,1,0",,1,24,1002|1|0,,1047|1|0,5|350005,1005|1|0,1|10,1157|1|2,5|1560001,,,,,,,,,,,,,,,2,,,,779
220001,方块类型组中指定编号的方块类型,4,5,4,1,%1中编号为%2的方块类型,,"1,1,0,1,1,0",,0,24,1067|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,,,780
220002,方块类型组中的随机方块类型,4,5,4,1,%1中的随机方块类型,,"1,1,0,1,1,0",,1,24,1067|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,781
300007,服务器获取的方块类型,4,5,4,1,服务器获取的方块类型,,"1,1,0,1,1,0",,1,24,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,95,,,782
221001,检测 区域相似度,4,5,4,1,检测区域相似度:原始区域%1 目的地起点%2检测模式%3,,"1,1,1,1,1,0",,1,6,1001|1|0,,1002|1|0,,1094|1|0,5|820001,,,,,,,,,,,,,,,,,2,,306160,,783
90019,道具类型描述,4,6,4,1,%1的插件描述,,"1,1,0,1,1,0",,1,11,1028|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,784
90020,道具的属性,4,6,4,1,%1的%2,,"1,1,0,1,1,0",,1,6,1028|1|0,2|12005,1099|1|0,5|680001,,,,,,,,,,,,,,,,,,,0,,,,785
221002,区域内方块类型组,4,5,4,1,获取%1内方块类型组,,"1,1,1,1,1,0",,1,66,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,786
221003,区域内总方块数量,4,5,4,1,获取%1内总方块数量,,"1,1,1,1,1,0",,1,6,1001|1|0,,,,,,,,,,,,,,,,,,,,,,3,,306161,,787
221004,区域内指定类型方块数量,4,5,4,1,获取%1内方块类型为%2的数量,,"1,1,1,1,1,0",,1,6,1001|1|0,,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,0,,,,788
140002,方块类型组,4,5,4,1,方块类型组%1,,"1,1,0,1,1,1",,1,60,1067|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,789
90009,道具类型,4,6,4,1,道具类型%1,,"1,1,0,1,1,1",,1,52,1028|1|0,2|200,,,,,,,,,,,,,,,,,,,,,,,,,790
90018,最后创建的道具类型,4,6,4,1,最后创建的道具类型,,"1,1,0,1,1,0",,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,791
90014,事件中的道具类型,4,6,4,1,事件中的道具类型,,"1,1,0,1,1,0",,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,792
90008,掉落物的类型,4,6,4,1,%1的类型,,"1,1,0,1,1,0",,1,27,1030|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,793
90013,随机道具类型,4,6,4,1,随机道具类型,,"1,1,0,1,1,0",,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,794
230001,道具类型组中指定编号的道具类型,4,6,4,1,%1中编号为%2的道具类型,,"1,1,0,1,1,0",,0,27,1068|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,,,795
230002,道具类型组中的随机道具类型,4,6,4,1,%1中的随机道具类型,,"1,1,0,1,1,0",,1,27,1068|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,796
300008,服务器获取的道具类型,4,6,4,1,服务器获取的道具类型,,"1,1,0,1,1,0",,1,27,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,95,,,797
90004,道具的类型名,4,6,4,1,%1的类型名,,"1,1,0,1,1,0",,1,11,1028|1|0,2|200,,,,,,,,,,,,,,,,,,,,,,,,,798
90017,事件中的道具数量,4,6,4,1,事件中的道具数量,,"1,1,0,1,1,0",,1,6,,,,,,,,,,,,,,,,,,,,,,,,95,,,799
90015,触发事件的投掷物,4,6,4,1,触发事件的投掷物,,"1,1,0,1,1,0",,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,800
280001,随机投掷物类型,4,6,4,1,随机投掷物类型,,"1,1,0,1,1,0",,1,28,,,,,,,,,,,,,,,,,,,,,,,,95,,,801
90001,掉落物的位置,4,6,4,1,%1的位置,,"1,1,0,1,1,0",,0,3,1030|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,802
90002,掉落物的数量,4,6,4,1,%1的数量,,"1,1,0,1,1,0",,1,6,1030|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,803
90016,事件中的掉落物,4,6,4,1,事件中的掉落物,,"1,1,0,1,1,0",,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,804
90012,道具类型组,4,6,4,1,道具类型组%1,,"1,1,0,1,1,1",,1,60,1068|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,805
20001,数值运算,4,10,4,0,%1%2%3,,"1,1,0,1,1,0",,1,6,1005|1|0,1|0,1017|1|2,5|130001,1005|1|0,1|0,,,,,,,,,,,,,,,,,,,,,806
20020,高级四则运算,4,10,4,1,%1%2%3,,"1,1,0,1,1,0",,1,6,1005|1|0,1|0,1017|1|2,5|130001,1005|1|0,1|0,,,,,,,,,,,,,,,,,,95,,,807
20003,随机数,4,10,4,0,生成随机整数:%1至%2,,"1,1,0,1,1,0",,1,6,1091|1|0,1|1,1091|1|0,1|10,,,,,,,,,,,,,,,,,,,,,306135,,808
20015,取整,4,10,4,0,%2%1,,"1,1,0,1,1,0",,1,6,1005|1|0,1|1,1009|1|2,5|70002,,,,,,,,,,,,,,,,,,,,,306151,,809
20011,绝对值,4,10,4,0,%1的绝对值,,"1,1,0,1,1,0",,1,6,1005|1|0,1|-1,,,,,,,,,,,,,,,,,,,,,,95,,,810
20005,整除,4,10,4,0,%1整除%2,,"1,1,0,1,1,0",,1,6,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,,,811
20002,取余,4,10,4,0,%1Mod%2,,"1,1,0,1,1,0",,1,6,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,,,812
20004,最大值,4,10,4,0,%1与%2的%3,,"1,1,0,1,1,0",,1,6,1005|1|0,1|1,1005|1|0,1|10,1015|1|2,5|110001,,,,,,,,,,,,,,,,,,95,,,813
20009,幂运算,4,10,4,0,%1的%2次幂,,"1,1,0,1,1,0",,1,6,1005|1|0,1|2,1005|1|0,1|2,,,,,,,,,,,,,,,,,,,,,,,814
20010,开方,4,10,4,0,%1开%2次方,,"1,1,0,1,1,0",,1,6,1005|1|0,1|4,1005|1|0,1|2,,,,,,,,,,,,,,,,,,,,95,,,815
20013,固定底对数函数,4,10,4,0,%1%2,,"1,1,0,1,1,0",,1,6,1008|1|2,5|60001,1005|1|0,1|10,,,,,,,,,,,,,,,,,,,,,,,816
20014,任意底对数函数,4,10,4,0,Log%1%2,,"1,1,0,1,1,0",,1,6,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,95,,,817
20012,三角函数,4,10,4,0,%1%2%3,,"1,1,0,1,1,0",,1,6,1043|1|2,5|330001,1005|1|0,1|30,1007|1|2,5|50001,,,,,,,,,,,,,,,,,,,,,818
20016,角度与弧度转换,4,10,4,0,将%1转换为%2,,"1,1,0,1,1,0",,1,6,1005|1|0,1|90,1007|1|2,5|50001,,,,,,,,,,,,,,,,,,,,,,,819
10029,布尔值组,4,11,4,0,布尔值组%1,,"1,1,0,1,1,1",,1,60,1066|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,820
10030,数值组,4,11,4,0,数值组%1,,"1,1,0,1,1,1",,1,60,1064|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,821
10031,字符串组,4,11,4,0,字符串组%1,,"1,1,0,1,1,1",,1,60,1065|1|0,,,,,,,,,,,,,,,,,,,,,,,95,,,822
100014,位置组,4,11,4,0,位置组%1,,"1,1,0,1,1,1",,1,60,1062|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,823
170001,位置组中指定编号的位置,4,11,4,1,%1中编号为%2的位置,,"1,1,0,1,1,0",,0,3,1062|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306428,,824
170002,位置组中的随机位置,4,11,4,1,%1中的随机位置,,"1,1,0,1,1,0",,1,3,1062|1|0,,,,,,,,,,,,,,,,,,,,,,,95,306429,,825
100015,区域组,4,11,4,0,区域组%1,,"1,1,0,1,1,1",,1,60,1063|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,826
180001,区域组中指定编号的区域,4,11,4,1,%1中编号为%2的区域,,"1,1,0,1,1,0",,0,2,1063|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306430,,827
180002,区域组中的随机区域,4,11,4,1,%1中的随机区域,,"1,1,0,1,1,0",,1,2,1063|1|0,,,,,,,,,,,,,,,,,,,,,,,95,306431,,828
10032,获取任意组中值的数量,4,11,4,1,获取%1中值的数量,,"1,1,0,1,1,0",,1,6,1061|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,829
10033,获取任意组中任意值的数量,4,11,4,1,获取%1中%2的数量,,"1,1,0,1,1,0",,1,6,1061|1|0,,1053|1|0,,,,,,,,,,,,,,,,,,,,,,,,830
10034,获取任意组中任意值的编号,4,11,4,1,获取%1中%2的编号,,"1,1,0,1,1,0",,1,6,1061|1|0,,1053|1|0,,,,,,,,,,,,,,,,,,,,,95,,,831
190001,数值组中指定编号的数值,4,11,4,1,%1中编号为%2的数值,,"1,1,0,1,1,0",,0,6,1064|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,,,832
190002,数值组中的随机数值,4,11,4,1,%1中的随机数值,,"1,1,0,1,1,0",,1,6,1064|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,833
190003,获取数值组中的最大值,4,11,4,1,获取%1中的最大值,,"1,1,0,1,1,0",,1,6,1064|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,834
190004,获取数值组中的最小值,4,11,4,1,获取%1中的最小值,,"1,1,0,1,1,0",,1,6,1064|1|0,,,,,,,,,,,,,,,,,,,,,,,95,,,835
200001,字符串组中指定编号的字符串,4,11,4,1,%1中编号为%2的字符串,,"1,1,0,1,1,0",,0,11,1065|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306432,,836
200002,字符串组中的随机字符串,4,11,4,1,%1中的随机字符串,,"1,1,0,1,1,0",,1,11,1065|1|0,,,,,,,,,,,,,,,,,,,,,,,95,306433,,837
100016,计时器组,4,11,4,0,计时器组%1,,"1,1,0,1,1,1",,1,60,1070|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,838
250001,计时器组中指定编号的计时器,4,11,4,1,%1中编号为%2的计时器,,"1,1,0,1,1,0",,0,39,1070|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306182,,839
250002,计时器组中的随机计时器,4,11,4,0,%1中的随机计时器,,"1,1,0,1,1,0",,1,39,1070|1|0,,,,,,,,,,,,,,,,,,,,,,,,306183,,840
40014,事件中的界面,4,13,4,1,事件中的界面,,"1,1,0,1,1,0",,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,841
40016,当前编辑的界面,4,13,4,0,当前编辑的界面,,"1,1,0,1,1,0",,1,73,,,,,,,,,,,,,,,,,,,,,,,,95,,,842
40013,事件中的元件,4,13,4,1,事件中的元件,,"1,1,0,1,1,0",,1,74,,,,,,,,,,,,,,,,,,,,,,,,,,,843
90021,投掷物,4,6,4,1,投掷物%1,,"1,1,0,1,1,1",,1,52,1044|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,844
90022,投掷物类型,4,6,4,1,投掷物类型%1,,"1,1,0,1,1,1",,1,52,1029|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,845
90023,动画表情,4,2,4,1,动画表情%1,,"1,1,0,1,1,1",,1,52,1041|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,846
90024,音效,4,1,4,1,音效%1,,"1,1,0,1,1,1",,1,52,1046|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,847
90025,状态,4,2,4,1,状态%1,,"1,1,0,1,1,1",,1,52,1037|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,848
90026,显示板,4,1,4,1,显示板%1,,"1,1,0,1,1,1",,1,52,1082|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,849
90027,蓝图,4,1,4,1,蓝图%1,,"1,1,0,1,1,1",,1,52,1107|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,850
310009,获取指定id的元件,4,13,4,1,获取id为%1的元件,,"1,1,0,1,1,0",,1,74,1010|1|0,,,,,,,,,,,,,,,,,,,,,,,,306398,,851
310010,界面,4,13,4,1,界面%1,,"1,1,0,1,1,1",,1,52,1074|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,852
310011,元件,4,13,4,1,元件%1,,"1,1,0,1,1,1",,1,52,1075|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,853
310012,图案,4,13,4,1,图案%1,,"1,1,0,1,1,1",,1,52,1076|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,854
310013,父元件X,4,13,4,1,水平方向%1，偏移%2 %3,,"0,0,0,0,0,0",,1,149,1150|1|2,5|1510001,1091|1|0,1|10,1149|1|2,5|1500001,,,,,,,,,,,,,,,,,,,,,855
310014,父元件Y,4,13,4,1,垂直方向%1，偏移%2 %3,,"0,0,0,0,0,0",,1,153,1151|1|2,5|1520001,1091|1|0,1|10,1149|1|2,5|1500001,,,,,,,,,,,,,,,,,,,,,856
310015,父元件宽高,4,13,4,1,%1 %2,,"0,0,0,0,0,0",,1,148,1091|1|0,1|100,1149|1|2,5|1500001,,,,,,,,,,,,,,,,,,,,,,,857
310016,父元件高,4,13,4,1,%1 %2,,"0,0,0,0,0,0",,1,148,1091|1|0,1|100,1149|1|2,5|1500001,,,,,,,,,,,,,,,,,,,,,,,858
310017,获取进度值,4,13,4,1,获取%1的%2的%3的%4数值,3,"0,0,0,0,0,0",,,,1018|1|0,3|60009,1074|1|0,3|40016,1075|1|0,,1114|1|2,5|1130001,,,,,,,,,,,,,,,,,,,859
120002,特效类型,4,14,4,1,特效类型%1,,"1,1,0,1,1,1",,1,52,1045|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,860
40007,事件中的特效类型,4,14,4,1,事件中的特效类型,,"1,1,0,1,1,0",,1,44,,,,,,,,,,,,,,,,,,,,,,,,,306206,,861
40008,最后创建的特效类型,4,14,4,1,最后创建的特效类型,,"1,1,0,1,1,0",,1,44,,,,,,,,,,,,,,,,,,,,,,,,,306207,,862
120001,随机特效类型,4,14,4,1,随机的特效类型,,"1,1,0,1,1,0",,1,44,,,,,,,,,,,,,,,,,,,,,,,,95,306208,,863
120003,特效类型组,4,14,4,0,特效类型组%1,,"1,1,0,1,1,1",,1,60,1071|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,864
260001,特效类型组中指定编号的特效类型,4,14,4,1,%1中编号为%2的特效类型,,"1,1,0,1,1,0",,0,44,1071|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306209,,865
260002,特效类型组中的随机特效类型,4,14,4,1,%1中的随机特效类型,,"1,1,0,1,1,0",,1,44,1071|1|0,,,,,,,,,,,,,,,,,,,,,,,,306210,,866
150001,文字板,4,16,4,1,内容为%1的文字板，字体大小%2，不透明度%3%，编号%4，自动换行%5,,"1,1,0,1,1,0",,1,56,1010|1|0,1|300142,1005|1|0,1|16,1005|1|0,1|0,1005|1|0,1|1,1013|1|0,5|100001,,,,,,,,,,,,,,,,,867
300012,服务器获取的特效类型,4,14,4,1,服务器获取的特效类型,,"1,1,0,1,1,0",,1,44,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,868
40017,事件中的音乐,4,15,4,1,事件中的音乐,,"1,1,0,1,1,0",,1,79,,,,,,,,,,,,,,,,,,,,,,,,,,,869
150002,漂浮文字,4,16,4,1,内容为%1的漂浮文字，字体大小%2，编号%3,,"1,1,0,1,1,0",,1,56,1010|1|0,1|300142,1005|1|0,1|16,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,870
150003,进度条,4,16,4,1,当前值%1、最大值%2的进度条，颜色%3，编号%4,,"1,1,0,1,1,0",,1,56,1005|1|0,1|100,1005|1|0,1|100,1056|1|0,1|0xF44336,1005|1|0,1|1,,,,,,,,,,,,,,,,95,,,871
150010,图片,4,16,4,1,图片为%1，大小为%2倍，不透明度为%3%，编号为%4,,"1,1,0,1,1,0",,1,56,1076|1|0,,1005|1|0,1|1,1005|1|0,1|100,1005|1|0,1|1,,,,,,,,,,,,,,,0,,,,872
150004,指向对象的箭头,4,16,4,1,指向%1的箭头，大小%2，颜色%3，编号%4,,"1,1,0,1,1,0",,1,56,1048|1|0,,1005|1|0,1|1,1056|1|0,1|0xF44336,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,873
150005,指向位置的箭头,4,16,4,1,指向%1的箭头，大小%2，颜色%3，编号%4,,"1,1,0,1,1,0",,1,56,1002|1|0,,1005|1|0,1|1,1056|1|0,1|0xF44336,1005|1|0,1|1,,,,,,,,,,,,,,,,95,,,874
150006,指向对象的引导面,4,16,4,1,指向%1的引导面，大小%2，颜色%3，编号%4,,"1,1,0,1,1,0",,1,56,1048|1|0,,1005|1|0,1|1,1056|1|0,1|0xF44336,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,875
150007,指向位置的引导面,4,16,4,1,指向%1的引导面，大小%2，颜色%3，编号%4,,"1,1,0,1,1,0",,1,56,1002|1|0,,1005|1|0,1|1,1056|1|0,1|0xF44336,1005|1|0,1|1,,,,,,,,,,,,,,,,95,,,876
150008,指向对象的引导线,4,16,4,1,指向%1的引导线，大小%2，颜色%3，编号%4,,"1,1,0,1,1,0",,1,56,1048|1|0,,1005|1|0,1|1,1056|1|0,1|0xF44336,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,877
150009,指向位置的引导线,4,16,4,1,指向%1的引导线，大小%2，颜色%3，编号%4,,"1,1,0,1,1,0",,1,56,1002|1|0,,1005|1|0,1|1,1056|1|0,1|0xF44336,1005|1|0,1|1,,,,,,,,,,,,,,,,95,,,878
270004,道具类型的图标,4,16,4,0,%1的图标,,"1,1,0,1,1,0",,1,75,1028|1|0,2|12005,,,,,,,,,,,,,,,,,,,,,,,,,879
270005,生物的图标,4,16,4,0,%1的图标,,"1,1,0,1,1,0",,1,75,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,880
270006,生物类型的图标,4,16,4,0,%1的图标,,"1,1,0,1,1,0",,1,75,1032|1|0,2|3400,,,,,,,,,,,,,,,,,,,,,,,,,881
270007,状态的图标,4,16,4,0,%1的图标,,"1,1,0,1,1,0",,1,75,1037|1|0,2|4001,,,,,,,,,,,,,,,,,,,,,,,,,882
270008,方块类型的图标,4,16,4,0,%1的图标,,"1,1,0,1,1,0",,1,75,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,,,,,,,883
270009,玩家当前角色图标,4,16,4,0,当前%1角色的图标,,"1,1,0,1,1,0",,1,75,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,,,884
270010,获取玩家快捷栏图标,4,16,4,0,%1快捷栏为%2的图标,,"1,1,0,1,1,0",,1,75,1018|1|0,3|60009,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,95,,,885
130001,获取当前播放广告位的名字,4,17,4,0,获取当前播放广告位的名字,,"1,1,0,1,1,0",,1,11,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,886
130002,获取当前房间的类型,4,17,4,0,获取当前房间的类型,,"1,1,0,1,1,0",,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,887
5000001,重复执行,5,8,5,0,重复执行#n%1,,"1,1,0,1,1,0",,,,1089|0|0,,,,,,,,,,,,,,,,,,,,,,,70,306066,1,888
5000002,重复执行数次,5,8,6,0,重复执行%1次#n%1,,"1,1,0,1,1,0",,,,1005|1|0,1|5,1089|0|0,,,,,,,,,,,,,,,,,,,,,70,306069,1,889
5000003,重复执行直到,5,8,7,0,重复执行直到%1#n%1,,"1,1,0,1,1,0",,,,1087|1|0,,1089|0|0,,,,,,,,,,,,,,,,,,,,,95,306234,,890
5000009,对任意组做动作,5,8,14,0,选取%1做以下动作#n%1,,"1,1,0,1,1,0",,,,1061|1|0,,1089|0|0,,,,,,,,,,,,,,,,,,,,,95,306235,,891
5000004,退出循环,5,8,8,0,退出循环,13,"1,1,0,1,1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,95,306073,1,892
5000005,如果...就,5,8,9,0,如果%1，就#n%1,,"1,1,0,1,1,0",,,,1087|1|0,,1089|0|0,,,,,,,,,,,,,,,,,,,,,70,306067,1,893
5000006,如果...否则,5,8,9,0,如果%1，就#n%1#n否则#n%1,,"1,1,0,1,1,0",,,,1087|1|0,,1089|0|0,,1089|0|0,,,,,,,,,,,,,,,,,,,225,306070,1,894
3110006,等待时间,5,8,3,1,等待%1秒后，继续执行下一条动作,13,"1,1,0,1,1,0",,,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,0,,306068,1,895
5000007,保持等待直到,5,8,10,0,保持等待直到%1,13,"1,1,0,1,1,0",,,,1087|1|0,,,,,,,,,,,,,,,,,,,,,,,100,306072,1,896
3020001,运行触发器,5,8,3,1,运行%1，检查如果条件为%2，则执行动作,13,"1,1,0,1,1,0",,,,1038|1|0,,1014|1|0,5|320002,,,,,,,,,,,,,,,,,,,0,,306071,1,897
