任务ID,名称,类型（0=主线、1=支线、2=成就、3=科技树）,描述(加上@goal_index#会显示对应任务目标序号的任务计数，使用@item_道具id#添加可查看详情的道具),任务追踪框描述(加上@goal_index#会显示对应任务目标序号的任务计数，使用@item_道具id#添加道具文本，默认颜色#c7bbe3a),任务目标(道具：I_itemID(若使用组则填“IG_道具ID”)、生物：M_monsterID、生态：B_biometypename、星球：P_planet(0=迷拉星，1=烈焰星，2=萌眼星)、T_tunestoneEnchantType，0代表任意),奖励（成就型任务只读取index=1的奖励）,奖励发放类型(1=自动发放 2=手动领取),任务icon(填写“id”，获取显示对应item的图标，填写“#id”表示使用生物头像，路径：Assetruntime\Assets\Resources\ui\roles),指引图片(读取Assetruntime\Assets\Resources\ui\survivetaskguide目录下的文件名),继承存量已完成任务id,条件记录方式（科技树专用）,能否预完成（0=允许，1=不允许）,是否上报服务器（0=不上报，1=上报）,上报参数1,上报参数2
311003,蘑晶老手,2,"[
{
""String"": ""获得#c7bbe3a蘑晶石#n×50"",
""UnlockTaskId"": 0
}
]","[
""获得@item_201907#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_201907"",
""GoalNum"": 50
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 2
}
]",2,201907,,,[],0,0,,
311004,蘑晶达人,2,"[
{
""String"": ""获得#c7bbe3a蘑晶石#n×100"",
""UnlockTaskId"": 0
}
]","[
""获得@item_201907#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_201907"",
""GoalNum"": 100
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,201907,,,[],0,0,,
311005,星剑初成,2,"[
{
""String"": ""获得#c7bbe3a四叶星芒剑#n×1"",
""UnlockTaskId"": 0
}
]","[
""获得@item_11777#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11777"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,11777,,,[],0,0,,
311006,群星法杖,2,"[
{
""String"": ""获得#c7bbe3a星落法杖#n×1"",
""UnlockTaskId"": 0
}
]","[
""获得@item_11776#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11776"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,11776,,,[],0,0,,
311007,百步穿杨,2,"[
{
""String"": ""获得#c7bbe3a星尘弓#n×1"",
""UnlockTaskId"": 0
}
]","[
""获得@item_11778#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11778"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,11778,,,[],0,0,,
311008,自瞄神箭,2,"[
{
""String"": ""获得#c7bbe3a星尘箭#n×1"",
""UnlockTaskId"": 0
}
]","[
""获得@item_15082#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_15082"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,15082,,,[],0,0,,
311009,符文衣,2,"[
{
""String"": ""获得#c7bbe3a符文服#n×1"",
""UnlockTaskId"": 0
}
]","[
""获得@item_12321#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12321"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,12321,,,[],0,0,,
311010,符文裤,2,"[
{
""String"": ""获得#c7bbe3a符文裤#n×1"",
""UnlockTaskId"": 0
}
]","[
""获得@item_12322#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12322"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,12322,,,[],0,0,,
311011,符文帽,2,"[
{
""String"": ""获得#c7bbe3a符文帽#n×1"",
""UnlockTaskId"": 0
}
]","[
""获得@item_12320#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12320"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,12320,,,[],0,0,,
311012,符文靴,2,"[
{
""String"": ""获得#c7bbe3a符文靴#n×1"",
""UnlockTaskId"": 0
}
]","[
""获得@item_12323#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12323"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,12323,,,[],0,0,,
311013,符文套装,2,"[
{
""String"": ""集齐#c7bbe3a符文套装#n（服+裤+帽+靴）"",
""UnlockTaskId"": 0
}
]","[
""集齐符文套装""
]","[
{
""Index"": 1,
""Type"": 34,
""GoalID1"": ""I_12321"",
""GoalNum"": 1
},
{
""Index"": 2,
""Type"": 34,
""GoalID1"": ""I_12322"",
""GoalNum"": 1
},
{
""Index"": 3,
""Type"": 34,
""GoalID1"": ""I_12320"",
""GoalNum"": 1
},
{
""Index"": 4,
""Type"": 34,
""GoalID1"": ""I_12323"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 3
}
]",2,12321,,,[],0,0,,
311014,荧菇丰收,2,"[
{
""String"": ""获得#c7bbe3a荧菇#n×5"",
""UnlockTaskId"": 0
}
]","[
""获得@item_200254#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_200254"",
""GoalNum"": 5
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,200254,,,[],0,0,,
311015,荧菇种植者,2,"[
{
""String"": ""获得#c7bbe3a荧菇#n×50"",
""UnlockTaskId"": 0
}
]","[
""获得@item_200254#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_200254"",
""GoalNum"": 50
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 2
}
]",2,200254,,,[],0,0,,
311016,荧菇农夫,2,"[
{
""String"": ""获得#c7bbe3a荧菇#n×100"",
""UnlockTaskId"": 0
}
]","[
""获得@item_200254#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_200254"",
""GoalNum"": 100
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,200254,,,[],0,0,,
311017,金色麦浪,2,"[
{
""String"": ""获得#c7bbe3a星芒麦#n×5"",
""UnlockTaskId"": 0
}
]","[
""获得@item_11710#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11710"",
""GoalNum"": 5
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,11710,,,[],0,0,,
311018,麦田守望,2,"[
{
""String"": ""获得#c7bbe3a星芒麦#n×50"",
""UnlockTaskId"": 0
}
]","[
""获得@item_11710#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11710"",
""GoalNum"": 50
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 2
}
]",2,11710,,,[],0,0,,
311019,麦收大师,2,"[
{
""String"": ""获得#c7bbe3a星芒麦#n×100"",
""UnlockTaskId"": 0
}
]","[
""获得@item_11710#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_11710"",
""GoalNum"": 100
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,11710,,,[],0,0,,
311020,星辉三叶草,2,"[
{
""String"": ""获得#c7bbe3a星辉三叶草#n×5"",
""UnlockTaskId"": 0
}
]","[
""获得@item_201914#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_201914"",
""GoalNum"": 5
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,201914,,,[],0,0,,
311021,三叶草收集者,2,"[
{
""String"": ""获得#c7bbe3a星辉三叶草#n×50"",
""UnlockTaskId"": 0
}
]","[
""获得@item_201914#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_201914"",
""GoalNum"": 50
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 2
}
]",2,201914,,,[],0,0,,
311022,幸运三叶草,2,"[
{
""String"": ""获得#c7bbe3a星辉三叶草#n×100"",
""UnlockTaskId"": 0
}
]","[
""获得@item_201914#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_201914"",
""GoalNum"": 100
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,201914,,,[],0,0,,
311023,星辉绽放,2,"[
{
""String"": ""获得#c7bbe3a星辉花#n×5"",
""UnlockTaskId"": 0
}
]","[
""获得@item_201912#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_201912"",
""GoalNum"": 5
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,201912,,,[],0,0,,
311024,花海漫步,2,"[
{
""String"": ""获得#c7bbe3a星辉花#n×50"",
""UnlockTaskId"": 0
}
]","[
""获得@item_201912#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_201912"",
""GoalNum"": 50
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 2
}
]",2,201912,,,[],0,0,,
311025,百花之主,2,"[
{
""String"": ""获得#c7bbe3a星辉花#n×100"",
""UnlockTaskId"": 0
}
]","[
""获得@item_201912#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_201912"",
""GoalNum"": 100
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,201912,,,[],0,0,,
311027,初露锋芒,2,"[
{
""String"": ""击败任意#c7bbe3a蚀化生物#n×10"",
""UnlockTaskId"": 0
}
]","[
""击败任意蚀化生物@goal_1#""
]","[
{
""Index"": 1,
""Type"": 8,
""GoalID1"": ""M_3349,M_3350,M_3351,M_3352,M_3353,M_3354,M_3355,M_3356,M_3357,M_3358,M_3359,M_3360,M_3368,M_3369,M_3370,M_3371,M_3372,M_3373,M_3374,M_3375"",
""GoalNum"": 10
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,#3359,,,[],0,0,,
311028,狩猎达人,2,"[
{
""String"": ""击败任意#c7bbe3a蚀化生物#n×50"",
""UnlockTaskId"": 0
}
]","[
""击败任意蚀化生物@goal_1#""
]","[
{
""Index"": 1,
""Type"": 8,
""GoalID1"": ""M_3349,M_3350,M_3351,M_3352,M_3353,M_3354,M_3355,M_3356,M_3357,M_3358,M_3359,M_3360,M_3368,M_3369,M_3370,M_3371,M_3372,M_3373,M_3374,M_3375"",
""GoalNum"": 50
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 3
}
]",2,#3359,,,[],0,0,,
311029,蚀化克星,2,"[
{
""String"": ""击败任意#c7bbe3a蚀化生物#n×100"",
""UnlockTaskId"": 0
}
]","[
""击败任意蚀化生物@goal_1#""
]","[
{
""Index"": 1,
""Type"": 8,
""GoalID1"": ""M_3349,M_3350,M_3351,M_3352,M_3353,M_3354,M_3355,M_3356,M_3357,M_3358,M_3359,M_3360,M_3368,M_3369,M_3370,M_3371,M_3372,M_3373,M_3374,M_3375"",
""GoalNum"": 100
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,#3359,,,[],0,0,,
311030,初级饲主,2,"[
{
""String"": ""使用#c7bbe3a蘑晶球#n捕捉生物×5"",
""UnlockTaskId"": 0
}
]","[
""使用@item_15078#"",
""捕捉生物@goal_1#""
]","[
{
""Index"": 1,
""Type"": 7,
""GoalID1"": ""I_15078"",
""GoalNum"": 5
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,15078,,,[],0,0,,
311031,宠物收集者,2,"[
{
""String"": ""使用#c7bbe3a蘑晶球#n捕捉生物×20"",
""UnlockTaskId"": 0
}
]","[
""使用@item_15078#"",
""捕捉生物@goal_1#""
]","[
{
""Index"": 1,
""Type"": 7,
""GoalID1"": ""I_15078"",
""GoalNum"": 20
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 3
}
]",2,15078,,,[],0,0,,
311032,动物园主,2,"[
{
""String"": ""使用#c7bbe3a蘑晶球#n捕捉生物×50"",
""UnlockTaskId"": 0
}
]","[
""使用@item_15078#"",
""捕捉生物@goal_1#""
]","[
{
""Index"": 1,
""Type"": 7,
""GoalID1"": ""I_15078"",
""GoalNum"": 50
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,15078,,,[],0,0,,
311033,虚空碎片,2,"[
{
""String"": ""获得#c7bbe3a虚空晶体#n×10"",
""UnlockTaskId"": 0
}
]","[
""获得@item_200411#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_200411"",
""GoalNum"": 10
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,200411,,,[],0,0,,
311034,虚空收集者,2,"[
{
""String"": ""获得#c7bbe3a虚空晶体#n×50"",
""UnlockTaskId"": 0
}
]","[
""获得@item_200411#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_200411"",
""GoalNum"": 50
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 3
}
]",2,200411,,,[],0,0,,
311035,虚空富翁,2,"[
{
""String"": ""获得#c7bbe3a虚空晶体#n×100"",
""UnlockTaskId"": 0
}
]","[
""获得@item_200411#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_200411"",
""GoalNum"": 100
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,200411,,,[],0,0,,
311036,仰望星空,2,"[
{
""String"": ""收集#c7bbe3a流星#n×5"",
""UnlockTaskId"": 0
}
]","[
""收集流星@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12020"",
""GoalNum"": 5
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,12020,,,[],0,0,,
311037,流星猎人,2,"[
{
""String"": ""收集#c7bbe3a流星#n×20"",
""UnlockTaskId"": 0
}
]","[
""收集流星@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12020"",
""GoalNum"": 20
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 3
}
]",2,120120,,,[],0,0,,
311038,星象祭祀,2,"[
{
""String"": ""通过#c7bbe3a流星神像#n召唤流星雨×1"",
""UnlockTaskId"": 0
}
]","[
""通过流星神像召唤流星雨@goal_1#""
]","[
 {
 ""Index"" : 1,
 ""Type"" : 17, ""GoalID1"" : ""I_11715"",
""GoalID2"" : ""I_201761"",
""GoalNum"" : 1
 }
 ]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,12018,,,[],0,0,,
311039,星象常客,2,"[
{
""String"": ""通过#c7bbe3a流星神像#n召唤流星雨×5"",
""UnlockTaskId"": 0
}
]","[
""通过流星神像召唤流星雨@goal_1#""
]","[
 {
 ""Index"" : 1,
 ""Type"" : 17, ""GoalID1"" : ""I_11715"",
""GoalID2"" : ""I_201761"",
""GoalNum"" : 5
 }
 ]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 2
}
]",2,12018,,,[],0,0,,
311040,观星者,2,"[
{
""String"": ""通过#c7bbe3a流星神像#n召唤流星雨×10"",
""UnlockTaskId"": 0
}
]","[
""通过流星神像召唤流星雨@goal_1#""
]","[
 {
 ""Index"" : 1,
 ""Type"" : 17, ""GoalID1"" : ""I_11715"",
""GoalID2"" : ""I_201761"",
""GoalNum"" : 10
 }
 ]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 3
}
]",2,12018,,,[],0,0,,
311041,烟花召唤,2,"[
{
""String"": ""使用#c7bbe3a流星雨烟花#n召唤流星雨×1"",
""UnlockTaskId"": 0
}
]","[
""使用流星雨烟花召唤流星雨@goal_1#""
]","[
{
""Index"": 1,
""Type"": 7,
""GoalID1"": ""I_12631"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 1
}
]",2,12631,,,[],0,0,,
311042,烟花老手,2,"[
{
""String"": ""使用#c7bbe3a流星雨烟花#n召唤流星雨×5"",
""UnlockTaskId"": 0
}
]","[
""使用流星雨烟花召唤流星雨@goal_1#""
]","[
{
""Index"": 1,
""Type"": 7,
""GoalID1"": ""I_12631"",
""GoalNum"": 5
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 2
}
]",2,12631,,,[],0,0,,
311043,烟花大师,2,"[
{
""String"": ""使用#c7bbe3a流星雨烟花#n召唤流星雨×10"",
""UnlockTaskId"": 0
}
]","[
""使用流星雨烟花召唤流星雨@goal_1#""
]","[
{
""Index"": 1,
""Type"": 7,
""GoalID1"": ""I_12631"",
""GoalNum"": 10
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,12631,,,[],0,0,,
311044,暗影织造,2,"[
{
""String"": ""获得#c7bbe3a隐身披风#n×1"",
""UnlockTaskId"": 0
}
]","[
""获得@item_12325#@goal_1#""
]","[
{
""Index"": 1,
""Type"": 3,
""GoalID1"": ""I_12325"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 3
}
]",2,12325,,,[],0,0,,
311045,披星戴月,2,"[
{
""String"": ""穿戴#c7bbe3a隐身披风#n"",
""UnlockTaskId"": 0
}
]","[
""穿戴隐身披风""
]","[
{
""Index"": 1,
""Type"": 34,
""GoalID1"": ""I_12325"",
""GoalNum"": 1
}
]","[
{
""Index"": 1,
""RewardType"": 1,
""RewardID"": 0,
""RewardNum"": 5
}
]",2,12325,,,[],0,0,,
400101,制作技术,3,"[
{
""String"" : ""制作@item_797#@1"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_797"",
""GoalCount"" : 1,
""GoalNum"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":12002,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":12281,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":12282,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":828,""RewardTypeShow"":1},
{""Index"":5,""RewardType"":2,""RewardID"":802,""RewardTypeShow"":1},
{""Index"":6,""RewardType"":2,""RewardID"":710,""RewardTypeShow"":1},
{""Index"":7,""RewardType"":2,""RewardID"":1200,""RewardTypeShow"":1},
{""Index"":8,""RewardType"":2,""RewardID"":101,""RewardTypeShow"":1},
{""Index"":9,""RewardType"":2,""RewardID"":11322,""RewardTypeShow"":1},
{""Index"":10,""RewardType"":2,""RewardID"":200249,""RewardTypeShow"":1}
]",1,797,,[],1,,0,,
400102,装备制作,3,"[
{
""String"" : ""获得@item_11307#@1"",
""UnlockTaskId"" : 0
}
]",,"[
{
""Index"" : 1,
""Type"" : 3,
""GoalID1"" : ""I_11307"",
""GoalNum"" : 3,
""GoalCount"" : 1,
""GoalShow"" : 1
}
]","[
{""Index"":1,""RewardType"":2,""RewardID"":12202,""RewardTypeShow"":1},
{""Index"":2,""RewardType"":2,""RewardID"":12201,""RewardTypeShow"":1},
{""Index"":3,""RewardType"":2,""RewardID"":12203,""RewardTypeShow"":1},
{""Index"":4,""RewardType"":2,""RewardID"":12204,""RewardTypeShow"":1},
{""Index"":5,""RewardType"":2,""RewardID"":12205,""RewardTypeShow"":1},
{""Index"":6,""RewardType"":2,""RewardID"":11228,""RewardTypeShow"":1}
]",1,11307,,[],1,,0,,
