id,中文名称【所有用到道具名称的地方都是读这里】,预制文件名,插件用【作为插件json文件的名称，不能有空格】,2.0创造背包开放，11=地形，12=植物，13=建筑，14=装饰，15=星能，16=颜色，17=功能，18=机械，21=动物，22=怪物，23=人物（NPC），24=载具，31=装备，32=功能，33=食物，34=材料，35武器，36工具，41=功能，42=创造，43=功能对象,插件编辑【大于0开放插件编辑，1=工具，2=武器，3=食物，4=装备，5=材料】,2.0插件编辑模板【0=不是模板，1=作为插件编辑模板】,作为插件编辑材料，如道具掉落等【0=不作为材料，1=作物分类，2=工具，3=杂物，4=方块】,开放到触发器选择的道具库【1-5方块类 6-10道具类 12投掷物类 1=植物方块 2=液体方块 3=自然方块 4=装饰方块 5=功能方块 6=消耗品 7=材料 8=武器 9=装备 10=工具 11=生物蛋 12=投掷物 13=乐器】,模型文件夹名字【用于手持模型和凋落物模型，位于res/itemmods】,贴图【模型的贴图文件，已弃用】,贴图id【一个模型可以使用不同的贴图，改变外观；仅用于手持模型名字为texturen】,海外开放（0和空为在国内海外都开放，1为只在国内开放，2为只在海外开放）,"品质等级【用于旧版家园开果实的奖励级别，0一级,1二级,2三级,3四级】","帐号道具类型【0普通功能，1碎片，2仅普通地图提取，3仅家园提取，4都可提取,5可选择，6抽奖礼包，7商业化道具，8宠物蛋】",1-皮肤，2-坐骑，3-avatar，4-皮肤碎片，5-坐骑碎片，6-武器皮肤道具，7-武器皮肤碎片，8-头像框，9-喷漆道具，10-喷漆道具碎片，11-气泡道具，12-播报道具，13-称号道具，14-迷你大会员，15-优惠券，16-头像，17-动作，18-心情框，19-背景，20称号，21表情包，22迷你赛季积分道具，23坐骑升级道具，24搭配赛抽奖券，26七彩碎片，29图鉴道具,皮肤/坐骑/avatarID/武器皮肤,"品质等级（1=浅灰色,2=绿色，3=蓝色，4=紫色，5=橙色，6=红色，7=白金）",0-普通，1-稀有，2-珍贵，3-传说，抽奖礼包暂用:4-永久，5-体验,关联物品ID【用于家园图鉴碎片配置对应解锁的道具，解锁类型是4时填10000】,家园图鉴解锁的货币类型【0不用解锁3碎片4迷你豆5混合】,家园图鉴解锁标志位【每个道具对应一个标志位】,替换解锁物品【家园图鉴解锁货币不足时用什么代替，解锁类型是4的时候这里填服务器那个ID】,碎片价格【跟替换解锁物品配套使用，替换物数】,家园图鉴解锁需要的碎片数量,"条件解锁类型【用来控制打完黑龙解锁的配方,1=一阶黑龙,2=二阶黑龙,3=三阶黑龙,4=科技树，-1=解锁配方才能用的道具】",背包筛选类型【冒险模式背包的筛选类型，1装备2工具3方块4材料】,"道具类型【会影响道具的功能，无0，方块1，杂物2，工具3，一组物品4，怪物5，帐号物品6，弓7，投掷8，装备9，枪械10，食物11，12工具+投掷物，13工具+食物，14方块+食物，16机械，17地图通行证，18乐器，19喷漆贴图，20气泡，21武器皮肤，22播报，23称号，24特长碎片,25头像，26动作，27心情框，28背景，31可孵化蛋，32方块+预制蓝图】","创造模式背包一级分类【0不显示,1作物2工具3杂物4方块5编辑】",创造模式背包二级分类【植物=11 食物=12 饲料=13 特殊作物=14 道具=21 电路=22 生物=23 装备=24 建材=[31] 家具=32 装饰物=33 特殊杂物=34 地形=41 资源=42 特殊方块=43 建筑=44 玩法=51】,排序【创造模式背包同分类下调整排序用，数字小的在前面，数字相同id小的在前面】,高级创造排序【高级创造背包/高级资源列表/资源库，同分类下调整排序用，数字小的在前面，数字相同id小的在前面】,类型描述,新道具提示版本号【填了之后，玩家第一次看到时会显示新字，取第二位】,描述中的解锁途径-String表ID,类型描述-String表ID,描述【所有道具tips等用到道具描述的地方，都是读的这里】,获取方式(工匠台和冶炼台的内容可读取并显示在tips上，无需写在这里了),图标【所有显示道具图标的地方都是读的这里，默认文件路径是env1/bin/res/items；方块类道具不填则使用自动生成的图标；#=使用角色头像，hf=使用头像框图标，#avatar_icon1000_=使用avatar图标，[=使用方块贴图】,是否显示模型【控制拿在手上是否显示模型，0显示图标，1显示工具模型toolmodel，2显示方块模型有模型优先调用模型没有就程序生成blockmodel，9显示新prefab模型（prefab道具手持），10prefab方块手持】,图标特效/填1带有特效,挥舞音效,挥舞用的图片,第一人称大小,第三人称大小,掉落物大小,挥舞周期（毫秒）,冒险背包最大堆叠数目/做了防作弊的处理，获得超过这个数量会宕机,是否可以右键使用,右键使用操作范围(1/100方块）,归属物品组【同一物品组，在作为制作或者修理素材时会视为同一物品】,"使用目标:0-放置或者不能用, 1-点击方块, 2-点击液体方块  3-点使用按钮,  4-使用弓, 5-使用食物，6-使用特技，7-仓库中使用，8-使用枪, 9-蓄力扔出，烟雾弹，手雷等,10-钩爪, 11-“微缩组合”道具，12-乐器，14-使用盾牌，15-使用timeline蓄力投出）",使用的脚本,使用的脚本2（同时使用两个脚本时填写）,发射器发射物品的脚本,附魔标记（1放上面 2放下面 3前两者都可以 0前两者都不可以）,材料级别（0木1皮2石3链4铁5钛合金6钻，6代表5条附魔 5代表3条附魔 4代表1条附魔）,附魔后道具ID,是否可以提取(0不能 1能 2只有房主),分数,冷却,道具功能,消耗饥饿度,手持特效,手持特效放大系数,UGC工具屏蔽（填0或空不屏蔽脚本调用，作者解锁了就能用。填1屏蔽脚本调用。填2屏蔽脚本、选择器调用，作者解锁也不能用）,给道具添加技能（可以添加多个，用 | 隔开）,3.0高级创造背包开放，11=地形，12=植物，13=建筑，14=装饰，15=星能，16=颜色，17=功能，18=机械，21=动物，22=怪物，23=人物（NPC），24=载具，31=装备，32=功能，33=食物，34=材料，35武器，36工具，41=功能，42=创造，43=功能对象 999=不展示并屏蔽使用功能,显示模型特效（prefab模型使用，0或不填=不显示，1=显示）,显示第一人称手模型(1=显示，0=不显示),新输入方式标识（0或不填为老单击、长按判断，1为新单击长按判断）,标签,豪华值
35498,尽相思（7天）,,,,,,,,,,,,,0,3,2462,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2462,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35499,渐变鲨鱼裤（7天）,,,,,,,,,,,,,0,3,2463,2,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2463,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35500,霓凰羽衣（7天）,,,,,,,,,,,,,0,3,2464,6,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2464,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35501,琉光之蕊（7天）,,,,,,,,,,,,,0,3,2465,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2465,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35502,顽皮捣蛋龙（7天）,,,,,,,,,,,,,0,3,2466,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2466,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35503,涂鸦爱好者（7天）,,,,,,,,,,,,,0,3,2467,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2467,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35504,身体棒棒丸（7天）,,,,,,,,,,,,,0,3,2468,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2468,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35505,糯叽叽小短裙（7天）,,,,,,,,,,,,,0,3,2469,2,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2469,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35506,繁华如梦（7天）,,,,,,,,,,,,,0,3,2470,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2470,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35507,四时芳菲（7天）,,,,,,,,,,,,,0,3,2471,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2471,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35508,无尽风光（7天）,,,,,,,,,,,,,0,3,2472,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2472,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35509,盈香裙（7天）,,,,,,,,,,,,,0,3,2473,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2473,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35510,花之吻（7天）,,,,,,,,,,,,,0,3,2474,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2474,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35511,琳琅步履 （7天）,,,,,,,,,,,,,0,3,2475,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2475,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35512,小粽包（7天）,,,,,,,,,,,,,0,3,2476,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2476,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35513,学院上衣（7天）,,,,,,,,,,,,,0,3,2477,2,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2477,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35514,墨染长夜（7天）,,,,,,,,,,,,,0,3,2478,6,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2478,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35515,无尽哀思（7天）,,,,,,,,,,,,,0,3,2479,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2479,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35516,睚眦杀意眸（7天）,,,,,,,,,,,,,0,3,2480,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2480,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35517,踏九霄（7天）,,,,,,,,,,,,,0,3,2481,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2481,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35518,挥毫泼墨（7天）,,,,,,,,,,,,,0,3,2482,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2482,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35519,小皮鞋（7天）,,,,,,,,,,,,,0,3,2483,2,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2483,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35520,烽火连天（7天）,,,,,,,,,,,,,0,3,2484,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2484,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35521,战神烙印（7天）,,,,,,,,,,,,,0,3,2485,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2485,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35522,九霄战神（7天）,,,,,,,,,,,,,0,3,2486,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2486,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35523,极致纯白（7天）,,,,,,,,,,,,,0,3,2487,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2487,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35524,粽爱蹦蹦跳（7天）,,,,,,,,,,,,,0,3,2488,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2488,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35525,雾海吟风（7天）,,,,,,,,,,,,,0,3,2489,1,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2489,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35526,羽化登仙（7天）,,,,,,,,,,,,,0,3,2490,7,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2490,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35527,东升西落（7天）,,,,,,,,,,,,,0,3,2491,1,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2491,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35528,粽情恣意（7天）,,,,,,,,,,,,,0,3,2492,1,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2492,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35529,戳戳脸（7天）,,,,,,,,,,,,,0,3,2493,1,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2493,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35530,ESFJ（7天）,,,,,,,,,,,,,0,3,2494,1,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2494,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35531,ISFJ（7天）,,,,,,,,,,,,,0,3,2495,1,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2495,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35532,ISTJ（7天）,,,,,,,,,,,,,0,3,2496,1,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2496,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35533,毛笔（7天）,,,,,,,,,,,,,0,3,2497,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2497,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35534,铲子（7天）,,,,,,,,,,,,,0,3,2498,,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2498,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35655,鬼脸僵尸（7天）,,,,,,,,,,,,,0,3,2619,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2619,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35656,怨气僵尸（7天）,,,,,,,,,,,,,0,3,2620,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2620,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35657,开心僵尸（7天）,,,,,,,,,,,,,0,3,2621,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2621,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35658,愤怒僵尸（7天）,,,,,,,,,,,,,0,3,2622,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2622,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35659,僵尸建筑帽（7天）,,,,,,,,,,,,,0,3,2623,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2623,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35660,僵尸建筑衣（7天）,,,,,,,,,,,,,0,3,2624,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2624,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35662,僵尸建筑鞋（7天）,,,,,,,,,,,,,0,3,2626,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2626,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35663,僵尸刮刀（7天）,,,,,,,,,,,,,0,3,2627,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2627,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35675,僵尸飞行帽（7天）,,,,,,,,,,,,,0,3,2639,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2639,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35676,僵尸飞行衣（7天）,,,,,,,,,,,,,0,3,2640,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2640,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35678,僵尸飞行鞋（7天）,,,,,,,,,,,,,0,3,2642,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2642,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35679,僵尸工具夹（7天）,,,,,,,,,,,,,0,3,2643,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2643,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35680,僵尸飞行器（7天）,,,,,,,,,,,,,0,3,2644,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2644,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35687,僵尸爬墙帽（7天）,,,,,,,,,,,,,0,3,2651,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2651,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35688,僵尸爬墙衣（7天）,,,,,,,,,,,,,0,3,2652,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2652,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35691,僵尸马桶塞（7天）,,,,,,,,,,,,,0,3,2655,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2655,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35701,加油帽（7天）,,,,,,,,,,,,,0,3,2665,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2665,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35702,加油衣（7天）,,,,,,,,,,,,,0,3,2666,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2666,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35703,加油裤（7天）,,,,,,,,,,,,,0,3,2667,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2667,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35704,加油鞋（7天）,,,,,,,,,,,,,0,3,2668,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2668,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35705,加油枪（7天）,,,,,,,,,,,,,0,3,2669,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2669,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35711,僵尸售货帽（7天）,,,,,,,,,,,,,0,3,2675,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2675,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35712,僵尸售货衣（7天）,,,,,,,,,,,,,0,3,2676,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2676,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35713,僵尸售货裤（7天）,,,,,,,,,,,,,0,3,2677,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2677,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35714,僵尸售货鞋（7天）,,,,,,,,,,,,,0,3,2678,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2678,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35715,僵尸扫码枪（7天）,,,,,,,,,,,,,0,3,2679,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2679,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35716,僵尸收银机（7天）,,,,,,,,,,,,,0,3,2680,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2680,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35722,生化僵尸绿（7天）,,,,,,,,,,,,,0,3,2686,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2686,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35723,异变僵尸蓝（7天）,,,,,,,,,,,,,0,3,2687,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2687,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35724,恐怖僵尸紫（7天）,,,,,,,,,,,,,0,3,2688,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2688,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35767,导游帽（7天）,,,,,,,,,,,,,0,3,2731,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2731,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35768,导游上衣（7天）,,,,,,,,,,,,,0,3,2732,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2732,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35769,导游裤子（7天）,,,,,,,,,,,,,0,3,2733,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2733,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35770,导游旗（7天）,,,,,,,,,,,,,0,3,2734,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2734,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35771,夏日清凉（7天）,,,,,,,,,,,,,0,3,2735,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2735,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35772,休闲牛仔（7天）,,,,,,,,,,,,,0,3,2736,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2736,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35773,记录美好（7天）,,,,,,,,,,,,,0,3,2737,3,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2737,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35774,学院短裙（7天）,,,,,,,,,,,,,0,3,2738,2,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2738,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35775,地狱火骷髅（7天）,,,,,,,,,,,,,0,3,2739,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2739,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35776,轻装上阵（7天）,,,,,,,,,,,,,0,3,2740,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2740,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35777,香蕉外套（7天）,,,,,,,,,,,,,0,3,2741,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2741,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35778,小猪脑袋（7天）,,,,,,,,,,,,,0,3,2742,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2742,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35779,心之火焰（7天）,,,,,,,,,,,,,0,3,2743,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2743,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35780,有客来（7天）,,,,,,,,,,,,,0,3,2744,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2744,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35781,有钱花（7天）,,,,,,,,,,,,,0,3,2745,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2745,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35782,愿者上钩（7天）,,,,,,,,,,,,,0,3,2746,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2746,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35783,宅家达人（7天）,,,,,,,,,,,,,0,3,2747,5,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2747,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35784,时空旅行家（7天）,,,,,,,,,,,,,0,3,2748,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2748,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35785,特种兵打卡（7天）,,,,,,,,,,,,,0,3,2749,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2749,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35786,假期记录员（7天）,,,,,,,,,,,,,0,3,2750,2,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2750,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35787,轻装短靴（7天）,,,,,,,,,,,,,0,3,2751,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2751,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
35788,游园谜语（7天）,,,,,,,,,,,,,0,3,2752,4,5,,,,,,,,,6,0,,,,测试,,,,定制装扮,,#avatar_icon1000_2752,,,,,0.6,0.6,,200,64,0,5,,7,,,,,,,,,,,,,,,,,,,,,
