皮肤ID,皮肤名称,皮肤模型,贴图ID,头像,特效类型1[1=脚印，2=飞行，3=周身],特效1命名,特效类型2[1=脚印，2=飞行，3=周身],特效2命名,特效类型3[1=脚印，2=飞行，3=周身，4=拖尾],特效3命名,商店特效,购买天数1,钱类型1/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替6仅激活码解锁,消耗道具ID1,价格1,购买天数2,钱类型2/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID2,价格2,购买天数3,钱类型3/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID3,价格3,皮肤描述,购买提示类型（1前往家园和取消 2只有确定）,购买提示,标签（1限时 2折扣 3特惠 4典藏）,限时开始,限时结束,开放渠道ID（-1全关，0全开）,音效,高度,宽度,厚度,受击高度,受击宽度,受击厚度,特别效果类型1（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果1图标,特别效果1描述,特别效果类型2（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果2图标,特别效果2描述,特别效果类型3（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果3图标,特别效果3描述,特别效果类型4（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果4图标,特别效果4描述,特别效果类型5（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果5图标,特别效果5描述,特别效果类型6（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果6图标,特别效果6描述,背景图,背景动画文件,背景动画文件,动态商城图标（已废弃，改为读SkinCostDef装扮服务器表）,变形类型[不填=不显示变形按钮，1=变身为坐骑（且优先显示装扮），2=变身为装扮2（且优先显示装扮1），3=变身为坐骑（且优先显示坐骑）],变形关联（填入坐骑、装扮ID）,小窗logo,小窗尺寸(正常不填为2.0),野人举起高度,AR动捕支持（1支持，空则不支持）,备注标准人形骨骼（1为支持，0为不支持）,换装ID,新换装ID,头像框：只能永久,"表情动作（100140,100108）",解锁道具,装扮图片,互动关联,"多重换装ID(index_skinid,index表示对应的第几条特性,skinid表示皮肤id,有多个变色效果时用逗号隔开)",多重换装前置id,切换顺序,局部换肤,是否显示（1=不显示）,语音范围（半径）,出场语音,间隔时间1,初次判断时间1,休闲语音,间隔时间2,初次判断时间2,死亡语音,间隔时间3,社交语音,间隔时间4,初次判断时间3,光照条件,幻化特效,幻化准备时间,功能说明(1:幻化),动作播放顺序,主题序号（1=奇迹派对，2=探险小队，3=龙响天下，4=棉花泡泡，5=花蔓四季，6=幻想童话，7=小马宝莉，8=瑞雪丰年，9=梦旅笙歌，10=晨星战队，11=琉光圣灵）,主题图标,召唤ID,变身条件（1=水环境之外的环境，2=水环境）,变身特效,变身时间,天赋buff,跳转ID（全局跳转id_定制id）,左侧边栏背景色,可搭配部件类型,列表模型缩放比|y轴位移,变形坐骑移动端是否显示技能按钮（0=显示，1=不显示）,商城场景动画,皮肤类型 1常规皮肤（陆地移动）2飞行皮肤,,冒险互动类皮肤（默认不填）,死亡特效(放在particles目录下，只填特效名称即可，如scene_siwang_01）,换装皮肤贴图的名称,换装皮肤周身特效的名称,空手无道具时要切换的模型,cpID/支持配多个,cp效果范围半径/格,cp音效,cp特效,cpbuff,私人定制默认avt,私人定制皮肤列表
352,艾登,140352,,487,3,140352_2,1,140352_3,,,140352_1,,,,,,,,,-1,2,,999,"一个优秀的指挥官，可以命令士兵的行动，不可命令士兵的忠诚。
无惧生死，只争输赢。
反杀或追击，胜负在转瞬之间。",2,,,,,999,skin352,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着光点！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.2|0,,,1,,,,,,,,,,,,,
353,泰诺斯,140356,,488,3,140356_2,1,140356_3,,,140356_1,,,,,,,,,-1,2,,999,食肉类的霸王龙混血后代，外表威严，内心孤独。当有同伴读懂他的心声时，也会展现非常温柔的一面哦~,2,,,,,999,skin353,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着烤肉的芳香！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
354,翠丝诺,140355,,489,3,140355_2,1,140355_3,,,140355_1,,,,,,,,,-1,2,,999,食草类的恐龙混血女孩，个性单纯柔弱，不喜争端，在同伴泰诺斯的鼓励下开始勇敢地争取自己想要的东西。,2,,,,,999,skin354,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着绿叶！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
355,玄尉昼羽 炎瑞,140353,,490,3,140353_2,1,140353_3,,,140353_1,,,,,,,,,-1,2,,999,"阴风拂林咒语启，
沉睡封印终将醒。
听，玄尉夜啸。
洗尽苍生炎夏苦。",2,,,,,999,skin355,180,60,60,220,120,120,3,transfiguration,变身：游戏内可实现变身功能，点击左侧按钮预览！,,bodyeffcet,身体特效：身上飘散着枫叶，走过的地方留下面具脚印！,,genius,天赋：可以唤醒被封印的灵力，抵御冰伤害！,,headicon,头像框：获得后自动解锁动态头像框。,,,,,,,,dtxx_beijingtu125,0,,,,,1.5,180,,,,,,,27237,,,1_356,,356,,1,,,,,,,,,,,,,,,,,,,,,,,,2009001,,3,"3,5,8,9,13,14,15,16,17,18,19",1.2|-20,,,2,,,,,,,,,,,,,
356,枫狐赤夜 炎瑞,140354,,491,3,140354_2,1,140354_3,,,140354_1,,,,,,,,,-1,2,,999,"万里封侯饮冰露。
哀鸿一片，
冬野寒骨。
无非一念救苍生！",2,,,,,999,skin356,180,60,60,220,120,120,3,transfiguration,变身：游戏内可实现变身功能，点击左侧按钮预览！,,bodyeffcet,身体特效：身上飘散着枫叶，走过的地方留下面具脚印！,,genius,天赋：可以唤醒被封印的灵力，抵御冰伤害！,,headicon,头像框：获得后自动解锁动态头像框。,,,,,,,,dtxx_beijingtu125,0,,,,,1.5,180,,,,,,,27238,,,1_355,,355,,,,,,,,,,,,,,,,,,,,,,,,,,2009001,,3,"3,5,8,9,13,14,15,16,17,18,19",1.2|-20,,,2,,,,,,,,,,,,,
357,辛西娅,140359,,492,3,140359_2,1,140359_3,,,140359_1,,,,,,,,,-1,2,,999,使用月光魔法的星月指挥使，是新任的皇家典礼法师，当挥动手中镶着星月的权杖，她所吟诵的星月音符会环绕在礼裙的侧边。她来自域外之城，终日与星月为伴，云朵般的蓬松头发，是她甜美的象征。,2,,,,,999,skin357,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星光！,,,,,,,,,,,,,,dtxx_beijingtu127,0,,,,,,180,,,,,,,27239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
358,斯科尔,140360,,493,3,140360_2,1,140360_3,,,140360_1,,,,,,,,,-1,2,,999,斯科尔一 直梦想前往宇宙探险。今天他终于实现了自己的梦想，他捡到了一艘飞船，他靠着高超的技术修好了飞船，接着，他立马驾驶着飞船飞向宇宙，冲破天际的一瞬间，他看到了星星，感受到美丽的光芒，这一切都使他兴奋不已。,2,,,,,999,skin358,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星星！,,,,,,,,,,,,,,dtxx_beijingtu128,0,,,,,,180,,,,,,,27240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
359,斯嘉丽,140349,,494,3,140349_2,1,140349_3,,,140349_1,,,,,,,,,-1,2,,999,酷帅的阳光女孩，有着一头张扬热烈的章鱼形红发，在阳光下散发着令人目眩的光芒。她热爱探索这世上的每一种运动，尤其是滑板运动。她可以熟练丝滑地脚踩滑板，游走在不同的障碍物之间。她，就是整个街区最酷炫的滑板女孩。,2,,,,,999,skin359,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着章鱼！,,,,,,,,,,,,,,dtxx_beijingtu129,0,,,,,,180,,,,,,,27241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
360,菲欧娜,140357,,495,3,140357_2,1,140357_3,,,140357_1,,,,,,,,,-1,2,,999,在海边成长的菲欧娜阳光且自由，喜欢玩水枪，甜美的外表下却是一颗狂热的内心,2,,,,,999,skin360,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着泡泡！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
361,邦妮,140361,,496,3,140361_2,1,140361_3,,,140361_1,,,,,,,,,-1,2,,999,美丽的外表下面，隐藏着危险，千万不要被迷惑哦。,2,,,,,999,skin361,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着萝卜！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
362,版本过低,,,497,3,,,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin362,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
363,版本过低,,,498,3,,,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin363,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
364,版本过低,,,499,3,,,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin364,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
365,瑰色,140363,,500,3,140363_2,1,140363_3,,,140363_1,,,,,,,,,-1,2,,999,"暗夜之国的公主,周身总围绕着血液般鲜红的花瓣,玫瑰的汁液染红了她裙摆,她在月色中伴着花香忘情的起舞,拥有永生的神秘力量。",2,,,,,999,skin365,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着玫瑰花！,,,,,,,,,,,,,,dtxx_beijingtu131,0,,,,,,180,,,,,,,27247,,,,,,,,,,,,,,,,,,,,,,,,,5,lab_dresstheme_seasons,,,,,,,3,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
366,瓦伦汀,140364,,501,3,140364_2,1,140364_3,,,140364_1,,,,,,,,,-1,2,,999,常年被恶魔操控心智的屠龙少年，为避免伤及无辜始终过着远离人烟、独来独往的生活。每当嗅到鲜血，他便无法控制体内的魔气，恢复神志后的他总懊恼至极，但伴随着成长逐渐战胜心魔，屠龙少年终成龙。,2,,,,,999,skin366,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着羽毛！,,footprint,行走足迹：走过的地方会留下发亮光晕。,,,,,,,,,,,dtxx_beijingtu130,0,,,,,1.6,180,,,,,,,27248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"3,5,8,9,13,14,15,16,17,18,19",1.2|-30,,,1,,,,,,,,,,,,,
367,高比,140362,,502,3,140362_2,1,140362_3,,,140362_1,,,,,,,,,-1,2,,999,"一封神秘的心愿卡片,呼唤魔术师高比探索一个未知的神奇。为了能够进入那片浪漫神秘的新世界,高比开始了星辰大海的旅程。",2,,,,,999,skin367,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星光！,,,,,,,,,,,,,,common_01,0,,,,,1.6,180,,,,,,,27249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
368,床单超人 小米,140343,,503,3,140343_2,1,140343_3,,,140343_1,,,,,,,,,-1,2,,999,穿上最爱的超级英雄制服，床单暂时充当帅气披风，惩恶扬善的床单超人小米即刻出动！,2,,,,,999,skin368,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星光！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
369,赤霄戎装 花木兰,140340,,504,3,140340_2,1,140340_3,,,140340_1,,,,,,,,,-1,2,,999,"银戈铁马，战鼓争鸣，马嘶人沸，刀光剑影。
在血肉横飞的战场上我从未害怕，只因我背负着家国，只在无数个深夜，孤独和思念才会随着泪珠从眼角滴落。",2,,,,,999,skin369,180,60,60,220,120,120,,bodyeffcet,特殊改变：游戏内可实现变身功能，改变造型和状态！,3,changeskin,变装：可切换闺中形态，点击左侧按钮预览。,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,headicon,头像框：获得后自动解锁动态头像框。,,,,,,,,dtxx_beijingtu133,0,,,,,,180,,,,,,,27251,,,2_370,,370,,1,8,ent.369.show,45,4,,,,,,,,,,,,,,,,,,,,,,3,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
370,月锦渡梦 花木兰,140339,,505,3,140339_2,1,140339_3,,,140339_1,,,,,,,,,-1,2,,999,谁说女儿不如郎？花家的女儿，自然是巾帼不让须眉！坚韧的女子也许会走上比寻常女子更为艰辛的道路，但为了家国，一切都很值得,2,,,,,999,skin370,180,60,60,220,120,120,,bodyeffcet,特殊改变：游戏内可实现变身功能，改变造型和状态！,3,changeskin,变装：可切换军中形态，点击左侧按钮预览。,4,soundplay,专属语音：地图内会播放专属语音，点击左侧按钮可试听！,,headicon,头像框：获得后自动解锁动态头像框。,,,,,,,,dtxx_beijingtu132,0,,,,,,180,,,,,,,27252,,,2_369,,369,,,8,ent.370.show,45,4,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
371,简小麦,140367,,506,3,140367_2,1,140367_3,,,140367_1,,,,,,,,,-1,2,,999,"甜点星球见习魔法师.比较擅长制作的碱水系面包，同时也是汉服爱好者,目前用咒语制作的食物品质还不稳定，时常会有意料之外的惊喜。",2,,,,,999,skin371,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着碱水结！,,,,,,,,,,,,,,dtxx_beijingtu134,0,,,,,,180,,,,,,,27253,,,,,,,,,,,,,,,,,,,,,,,,,21,lab_dresstheme_rxyc,,,,,,,2,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
372,布拉斯特,140366,,507,3,140366_2,1,140366_3,,,140366_1,,,,,,,,,-1,2,,999,"百发百中击球手!
看好咯，这颗球你肯定喜欢!",2,,,,,999,skin372,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着火焰！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
373,莎拉琳娜,140365,,508,3,140365_2,1,140365_3,,,140365_1,,,,,,,,,-1,2,,999,"弹无虚发投球手!
接好咯，这是我送你的礼物!",2,,,,,999,skin373,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：头上会迸发出火花！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
374,甜心宝宝女孩,140368,,509,3,140368_2,1,140368_3,,,140368_1,,,,,,,,,-1,2,,999,甜心宝宝是珍奇的妹妹，总是帮姐姐的忙不过十有八九都会搞砸，可爱军团的创始成员，平时与苹果丽丽及醒目露露一起寻找自己的天赋，但她最大的心愿是能与姐姐一起快乐生活。,2,,,,,999,skin374,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着音符！,,,,,,,,,,,,,,dtxx_beijingtu11,0,,,,icon_54,,180,,,,,,,27256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
375,醒目露露女孩,140369,,510,3,140369_2,1,140369_3,,,140369_1,,,,,,,,,-1,2,,999,相比感性的故事，醒目露露更希望听到充满冒险的故事，她总是充满活力而又有些男孩子气。尽管她的飞行技能非常有限，她却能娴熟地使用自己的翅膀来帮助她推进飞板以及做出一系列高难度动作。,2,,,,,999,skin375,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着光点！,,,,,,,,,,,,,,dtxx_beijingtu11,0,,,,icon_54,,180,,,,,,,27257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
376,安琪儿,140350,,511,3,140350_2,1,140350_3,,,140350_1,,,,,,,,,-1,2,,999,"身上变异的羽翼让安琪儿不敢靠近人类群落，清醒的神志又让她无法与丧失理智的变异怪物为伍。
在野外奄奄一息之时，一名身体高度机械化的士兵将她救回人类最后的领地。被视为人类最后希望的她，也在士兵坚定的守护中找到了真正的自我。",2,,,,,999,skin376,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着羽毛！,,,,,,,,,,,,,,dtxx_beijingtu135,0,,,,,,180,,,,,,,27258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
377,冰晶公主 雪糯儿,140375,,512,3,140375_2,1,140375_3,,,140375_1,,,,,,,,,-1,2,,999,"皑雪冬赐，璇花漫舞。
快来看冬日精灵撒下来的小雪花~",2,,,,,999,skin377,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,特殊材质：服饰上点缀着炫彩冰晶！,1,changeicon,奇妙魔力：点击左侧变形按钮，可切换精灵状态！,,headicon,头像框：解锁装扮获得专属头像框！,,,,,,,,dtxx_beijingtu136,0,,1,4676,,,180,,,,,,,27259,,,,,,,,,,,,,,,,,,,,,,,,,20,lab_dresstheme_ygxl,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,1,,2,,,,,,,,,,,,,
378,珊竺,140376,,513,3,140376_2,1,140376_3,,,140376_1,,,,,,,,,-1,2,,999,"圆滚滚，胖嘟嘟
紫红外衣雪白果肉，
酸甜交织沁入心扉，
这是大自然散发的清香。",2,,,,,999,skin378,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着山竹花！,,,,,,,,,,,,,,dtxx_beijingtu137,0,,,,,,180,,,,,,,27260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
379,喵萌厨,140385,,514,3,140385_2,1,140385_3,,,140385_1,,,,,,,,,-1,2,,999,"出身厨界名门的喵萌大厨只要现身就会让吃货们狂欢，他的名言是“所有鱼都在我手中，都能做成为美味的料理。”
",2,,,,,999,skin379,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下猫咪脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
380,极兽特工 楠妮,140380,,515,3,140380_2,1,140380_3,,,140380_1,,,,,,,,,-1,2,,999,出身山羊一族的医疗队精英，她的科技板能查看到一切需要治疗的特工，当出现异常情况就会即刻前往，通过喷射恢复溶液进行治疗。,2,,,,,999,skin380,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着治愈能量！,,footprint,行走足迹：走过的地方留下叶子脚印。,,,,,,,,,,,,0,,,,,,180,,,,,,,27262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,1,1,,,,,,,,,,,,,
381,森罗,140383,,516,3,140383_2,1,140383_3,,,140383_1,,,,,,,,,-1,2,,999,神秘的虚空使者，浩瀚无垠的宇宙有他的信仰，为此，他宁愿把自己献祭给黑暗。那荒芜的星球是他孤独的囚牢，却关不住他对世界的窥探。不要试图抓住他，因为你看到的，永远只是他的幻影。,2,,,,,999,skin381,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着虚空能量！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
382,海外预留,,,517,3,,,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin382,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
383,海外预留,,,518,3,,,,,,,,,,,,,,,-1,2,,999,,2,,,,,999,skin383,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
384,孪鱼星宫之主 伊希斯,140392,,519,3,140392_2,1,140392_3,,,140392_1,,,,,,,,,-1,2,,999,"水象的诗歌，是爱的传说。
星海的图腾，翻涌着灵魂呼喊。
古老的海洋守护者，是救赎者，也是牺牲者。",2,,,,,999,skin384,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着双鱼座的能量！,,footprint,行走足迹：走过的地方留下蓝色印记。,,,,,,,,,,,dtxx_beijingtu138,0,,,,,,180,,,,,,,27266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
385,孪鱼星宫之主 海伦娜,140391,,520,3,140391_2,1,140391_3,,,140391_1,,,,,,,,,-1,2,,999,"双鱼相生，是来自海的信使。
泪落大海，鱼儿在品尝悲伤。
浩渺星河，聆听鱼语的共舞。",2,,,,,999,skin385,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着双鱼座的能量！,,footprint,行走足迹：走过的地方留下双鱼印记。,,,,,,,,,,,dtxx_beijingtu138,0,,,,,,180,,,,,,,27267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
386,虚空守护 星莉奈,140381,,521,3,140381_2,1,140381_3,,,140381_1,,,,,,,,,-1,2,,999,"这虚空之夜，将重新洗牌。
时间轮回，梦魇攻城，邪恶之战，一触即发。
暗夜的幽影，我一击即逝。",2,,,,,999,skin386,180,60,60,220,120,120,,bodyeffcet,特殊改变：游戏内可实现变身功能，改变造型和状态！,3,changeskin,变装：可切换虚空黯影形态，点击左侧按钮预览。,1,changeicon,变形：点击左侧按钮，可幻化为兽形态。,,headicon,头像框：解锁装扮获得专属动态头像框！,,,,,,,,dtxx_beijingtu147,0,,1,4692,,,180,,,,,,,27268,,,2_387,,387,,1,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,1,1,1,,,,,,,,,,,,,
387,虚空黯影 星莉奈,140382,,522,3,140382_2,1,140382_3,,,140382_1,,,,,,,,,-1,2,,999,"星散夜幕，虚空灵力，缭绕掌中。
夜空中的石碑，低喃着复活咒语。
舞动的长发，是我的暗夜铠甲。",2,,,,,999,skin387,180,60,60,220,120,120,,bodyeffcet,特殊改变：游戏内可实现变身功能，改变造型和状态！,3,changeskin,变装：可切换虚空守护形态，点击左侧按钮预览。,1,changeicon,变形：点击左侧按钮，可幻化为兽形态。,,headicon,头像框：解锁装扮获得专属动态头像框！,,,,,,,,dtxx_beijingtu148,0,,1,4692,,,180,,,,,,,27269,,,2_386,,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,1,1,2,,,,,,,,,,,,,
388,锦绣百花,140393,,523,3,140393_2,1,140393_3,,,140393_1,,,,,,,,,-1,2,,999,"戏里宿命轮转，戏外固守河山
本帅百花公主，鼓棚起舞点将
——湘剧《百花记》百花公主联动装扮",2,,,,,999,skin388,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着花朵！,,,,,,,,,,,,,,dtxx_beijingtu145,0,,,,,,180,,,"21,1","21,114,388,573",,,27270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
389,龙瑜,140388,,524,3,140388_2,1,140388_3,,,140388_1,,,,,,,,,-1,2,,999,考的都会，蒙的都对，逢考必过，吉星高照~,2,,,,,999,skin389,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着金币！,,,,,,,,,,,,,,dtxx_beijingtu144,0,,,,,,180,,,,,,,27271,,,,,,,,,,,,,,,,,,,,,,,,,21,lab_dresstheme_rxyc,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
