状态ID,名字,等级,作用时间(秒),"调用Update周期(秒), 0表示不调用","脚本名字:开始Script_Start,结束Script_End,Tick:Script_Tick",作为插件编辑效果[0代表不开放，1150=有害，1151=有益，1152=中立 ],触发器开放[0代表不开放，1=有害效果，2=有益效果，3=中立效果 ],效果库ID1,默认值1（时间需要除以10）,效果库ID2,默认值2,效果库ID3,默认值3,效果库ID4,默认值4,效果库ID5,默认值5,效果库ID6,默认值6,效果库ID7,默认值7,效果库ID8,默认值8,效果库ID9,默认值9,效果库ID10,默认值10,睡觉获取权重,睡觉获取权重生态加成,图标(填图标库ID),特效(填特效库ID),音效(填音效库ID),持续模式（0=无限时间 大于0=有限时间）,优先级（1=覆盖 2=并存）,死亡不清除（1=清除 2=不清除）,主动攻击清除效果（1=清除 2=不清除）,受到伤害清除效果（1=清除 2=不清除）,冷却时间（获取后这段时间内无法再次获得同一个buff，填秒数）（未开发）,冷却说明（描述冷却原因，填stringid）（未开发）,插件编辑模板(不填=不是模板 1=作为模板),属性类型1（废弃）,属性值1（废弃）,属性类型2（废弃）,属性值2（废弃）,属性类型3（废弃）,属性值3（废弃）,属性类型4（废弃）,属性值4（废弃）,属性类型5（废弃）,属性值5（废弃）,描述,图标名字,类型(0有益，1不利，2特殊),状态类型(0-无，1-火，2-变身，3-毒素，4-流血，5-冰，6-冻结),状态类型名称（填stringid）,特效名称,音效类型（0单次1循环）,音效名称,身体模型,中BUFF变第三人称,禁止做一切事,图标缺失,部件放大(将来除以1000等于部件),在buff栏隐藏,备注,标签,预制资源名
2016006,灼烧,6,3,1,DamageBuff,,,1008,10|1200|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,,,,,,,,,,,,每秒受到15点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,,,
2017001,中毒,1,5,1,DamageBuff,,,1008,10|6|101007,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,5,1,1,2,2,,,1,SCRIPT_VAR,4,SCRIPT_VAR,5,,,,,,,每1秒造成5点伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
2017002,中毒,2,5,1,DamageBuff,,,1008,10|18|101007,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,5,1,1,2,2,,,,,,,,,,,,,,每1秒造成5点伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,,buff.buff_wither_1,,0,,,,,,,
2017003,中毒,3,5,1,DamageBuff,,,1008,10|54|101007,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,5,1,1,2,2,,,,,,,,,,,,,,每1秒造成5点伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,,buff.buff_wither_1,,0,,,,,,,
2017004,中毒,4,5,1,DamageBuff,,,1008,10|126|101007,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,5,1,1,2,2,,,,,,,,,,,,,,每1秒造成5点伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,,buff.buff_wither_1,,0,,,,,,,
2017005,中毒,5,5,1,DamageBuff,,,1008,10|300|101007,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,5,1,1,2,2,,,,,,,,,,,,,,每1秒造成5点伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,,buff.buff_wither_1,,0,,,,,,,
2017006,中毒,6,5,1,DamageBuff,,,1008,10|720|101007,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,5,1,1,2,2,,,,,,,,,,,,,,每1秒造成5点伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,,buff.buff_wither_1,,0,,,,,,,
2018001,冰缓,1,3,,,,,1064,1|-10|1,1001,100101|-25,,,,,,,,,,,,,,,,,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,0,,,,,,,
2018002,冰缓,2,4,,,,,1064,1|-10|1,1001,100101|-25,,,,,,,,,,,,,,,,,,,4022,1233,,4,1,1,2,2,,,,,,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,0,,,,,,,
2018003,冰缓,3,3,,,,,1064,1|-10|1,1001,100101|-30,,,,,,,,,,,,,,,,,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,0,,,,,,,
2018004,冰缓,4,4,,,,,1064,1|-10|1,1001,100101|-30,,,,,,,,,,,,,,,,,,,4022,1233,,4,1,1,2,2,,,,,,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,0,,,,,,,
2018005,冰缓,5,3,,,,,1064,1|-10|1,1001,100101|-35,,,,,,,,,,,,,,,,,,,4022,1233,,3,1,1,2,2,,,,,,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,0,,,,,,,
2018006,冰缓,6,4,,,,,1064,1|-10|1,1001,100101|-35,,,,,,,,,,,,,,,,,,,4022,1233,,4,1,1,2,2,,,,,,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,5,25470,ice_bingwushouji_jineng,,,,0,,,,,,,
2020001,发光蝴蝶,1,199980,,,1151,2,5000,,,,,,,,,,,,,,,,,,,,,,1058,5000,10081,0,1,1,1,2,,,,,,,,,,,,,,,knock,0,,,BUFF_DAMAGED_3,,buff.buff_damaged_1,,0,,,,,,,
2020002,发光蝴蝶,1,199980,,,1151,2,5001,,,,,,,,,,,,,,,,,,,,,,1058,5001,10081,0,1,1,1,2,,,,,,,,,,,,,,,knock,0,,,BUFF_DAMAGED_3,,buff.buff_damaged_1,,0,,,,,,,
2020003,发光蝴蝶,1,199980,,,1151,2,5002,,,,,,,,,,,,,,,,,,,,,,1058,5002,10081,0,1,1,1,2,,,,,,,,,,,,,,,knock,0,,,BUFF_DAMAGED_3,,buff.buff_damaged_1,,0,,,,,,,
2021001,技能冻结,1,1,,,1150,1,1056,24003|0,1057,,1058,0|0|0,1060,-6,1061,3033|10982,1063,100412|40,1049,,1062,101501|300|150|5|0,,,,,,,4029,,,1,1,1,2,2,,,,,,,,,,,,,,被冻住不能行动，受到一定伤害后解除,freeze,1,6,25473,,,,,,,,,,,,
2021002,技能冻结,2,2,,,1150,1,1056,24003|0,1057,,1058,0|0|0,1060,-6,1061,3033|10982,1063,100412|40,1049,,1062,101501|300|150|5|0,,,,,,,4029,,,2,1,1,2,2,,,,,,,,,,,,,,被冻住不能行动，受到一定伤害后解除,freeze,1,6,25473,,,,,,,,,,,,
2022001,技能中毒,1,5,1,DamageBuff,,,1008,10|3|101005,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,5,1,1,2,2,,,1,SCRIPT_VAR,4,SCRIPT_VAR,5,,,,,,,每1秒造成5点伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
2022002,技能中毒,2,5,1,DamageBuff,,,1008,10|5|101005,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,5,1,1,2,2,,,1,SCRIPT_VAR,4,SCRIPT_VAR,5,,,,,,,每1秒造成5点伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
2022003,技能中毒,3,5,1,DamageBuff,,,1008,10|6|101005,,,,,,,,,,,,,,,,,,,,,1034,1236,10095,5,1,1,2,2,,,1,SCRIPT_VAR,4,SCRIPT_VAR,5,,,,,,,每1秒造成5点伤害。,damagebuff_poison,1,3,25467,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
2023001,着火,1,3,1,DamageBuff,,,1008,10|5|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,1,SCRIPT_VAR,3,SCRIPT_VAR,5,,,,,,,每秒损失3点生命值,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,环境伤害,,
2023002,着火,2,3,1,DamageBuff,,,1008,10|8|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,1,SCRIPT_VAR,3,SCRIPT_VAR,5,,,,,,,每秒损失3点生命值,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,环境伤害,,
2023003,着火,3,3,1,DamageBuff,,,1008,10|10|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,1,SCRIPT_VAR,3,SCRIPT_VAR,5,,,,,,,每秒损失3点生命值,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,环境伤害,,
2200001,雪路加速,1,20,,,,,1001,100101|50,,,,,,,,,,,,,,,,,,,,,1067,1238,10094,20,1,1,2,2,,,,MOVE_SPEED,0.5,,,,,,,,,加速50%,move_speed_add,0,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
2201001,移动速度-爆发,1,10,,,,,1001,100101|20,,,,,,,,,,,,,,,,,,,,,1067,1238,10094,10,1,1,2,2,,,,MOVE_SPEED,0.5,,,,,,,,,加速20%,move_speed_add,0,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
2201002,移动速度-爆发,2,20,,,,,1001,100101|40,,,,,,,,,,,,,,,,,,,,,1067,,10094,20,1,1,2,2,,,,MOVE_SPEED,0.5,,,,,,,,,加速40%,move_speed_add,0,,,,0,buff.buff_speed_1,,0,,,,,,,
2202001,受到伤害,1,5,,DamageBuff,,,1044,10|2|101005,,,,,,,,,,,,,,,,,,,,,1035,1236,,5,1,1,2,2,,,,SCRIPT_VAR,4,SCRIPT_VAR,5,,,,,,,每秒损失2点生命值。,damagebuff_wither,0,,,BUFF_POISON_1,,,,0,,,,,,,
2202002,受到伤害,2,5,,DamageBuff,,,1044,10|4|101005,,,,,,,,,,,,,,,,,,,,,1035,1236,,5,1,1,2,2,,,,SCRIPT_VAR,4,SCRIPT_VAR,5,,,,,,,每秒损失4点生命值。,damagebuff_wither,0,,,BUFF_POISON_1,,,,0,,,,,,,
2202003,受到伤害,3,10,,DamageBuff,,,1044,10|5|101005,,,,,,,,,,,,,,,,,,,,,1035,1236,,10,1,1,2,2,,,,SCRIPT_VAR,4,SCRIPT_VAR,5,,,,,,,每秒损失5点生命值。,damagebuff_wither,0,,,BUFF_POISON_1,,,,0,,,,,,,
2203001,强力近战攻击,2,20,,,1151,2,1003,100301|50,,,,,,,,,,,,,,,,,,,,,1016,,10078,20,1,1,2,2,,,1,ATTACK_PUNCH,0.5,,,,,,,,,近战伤害提高50%。,attack_punch_add,0,,,,,,,0,,,,,,,
2204001,无敌,3,15,,,1151,2,1018,,,,,,,,,,,,,,,,,,,,,,1058,,,15,1,1,2,2,,,,,,,,,,,,,,处于保护时间内，不受任何伤害，主动攻击后取消。,knock,0,,,BUFF_DAMAGED_3,,buff.buff_damaged_1,,0,,,,,,,
2205001,强力射击,2,20,,,1151,2,1003,100302|50,,,,,,,,1,,,,,,,,,,,,,1018,,10078,20,1,1,2,2,,,1,ATTACK_RANGE,0.5,,,,,,,,,远程伤害提高50%。,attack_range_add,0,,,,,,,0,,,,,,,
2206001,星空守护,1,199980,,,1151,2,1010,100401|-20,,,,,,,,,,,,,,,,,,,,,1046,,10081,0,1,1,2,2,,,,DAMAGED_PUNCH,-1.4,,,,,,,,,降低20%受到的近战伤害。,damaged_punch_add,0,,,,0,buff.buff_damaged_1,,0,,,,,远古巨像护罩buff,,
2206002,月华庇佑,2,199980,,,1151,2,1010,100401|-20,,,,,,,,,,,,,,,,,,,,,1046,,10081,0,1,1,2,2,,,,DAMAGED_PUNCH,-1.4,,,,,,,,,降低20%受到的近战伤害。,damaged_punch_add,0,,,,0,buff.buff_damaged_1,,0,,,,,远古巨像护罩buff,,
2206003,颂歌祝福,3,199980,,,1151,2,1010,100401|-20,,,,,,,,,,,,,,,,,,,,,1046,,10081,0,1,1,2,2,,,,DAMAGED_PUNCH,-1.4,,,,,,,,,降低20%受到的近战伤害。,damaged_punch_add,0,,,,0,buff.buff_damaged_1,,0,,,,,远古巨像护罩buff,,
2207001,羽蛇神眩晕1级,1,5,,DamageBuff,1150,1,1020,,,,,,,,,,,,,,,,,,,,,,1028,1590,10086,5,1,1,2,2,,,1,SCRIPT_VAR,5,SCRIPT_VAR,15,,,,,,,被控制住了,clasp,1,,,BUFF_DIZZY,,,,0,,,,,,,
2208001,燃烧抗性,1,199980,,,1151,2,1010,100404|-50,,,,,,,,,,,,,,,,,,,,,1042,,,0,1,1,2,2,,,1,DAMAGED_FIRE,-0.5,,,,,,,,,降低50%受到的火焰伤害。,damaged_fire_add,0,,,,0,,,0,,,,,,,
2209001,岩浆免疫,1,180,,,,,1047,33000,,,,,,,,,,,,,,,,,,,,,1104,,,0,1,1,2,2,,,,,,,,,,,,,,火焰不侵！,unknown,0,,,,,,,0,,,,,,,
2209002,岩浆免疫,1,10,,,,,1047,33000,,,,,,,,,,,,,,,,,,,,,1104,,,10,1,1,2,2,,,,,,,,,,,,,,火焰不侵！,unknown,0,,,,,,,0,,,,,,,
2210001,恢复血量（瞬间）,1,1,,,,,1043,10|25,,,,,,,,,,,,,,,,,,,,,1083,6225,,1,1,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
2211001,抗寒,1,199980,,,,2,1065,30|0,,,,,,,,,,,,,,,,,,,,,4028,,,0,1,1,2,2,,,,,,,,,,,,,,提升对寒冷的抵抗力！,damaged_punch_add,0,0,,,,,,,,,,,冰原,,
2212001,夜视,1,199980,,,1151,2,1009,20,,,,,,,,,,,,,,,,,,,,,1077,,,0,1,1,2,2,,,1,VIEW_BRIGHT,0.2,,,,,,,,,视野亮度提高20。,view_bright,0,,,,,,,0,,,,,,,
2212002,摔落免疫,1,180,,,,,1010,100411|-100,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,,,,DAMAGED_FALLING,-0.75,,,,,,,,,降低100%受到的摔落伤害。,damaged_range_add,0,,,,,,,0,,1,,,,,
2213001,减伤,1,199980,,,1151,2,1010,100402|-5,,,,,,,,,,,,,,,,,,,,,1048,,,0,1,1,2,2,,,,DAMAGED_RANGE,-1.4,,,,,,,,,降低5%受到的远程伤害。,damaged_range_add,0,,,,,,,0,,,,,远古巨像护罩buff,,
2214001,移动速度增加,1,199980,,,,,1001,100101|15,,,,,,,,,,,,,,,,,,,,,1083,,,0,,,,,,,,,,,,,,,,,,移动速度增加15%,sta_growthrate,,,,,,,,,,,,,,,
2215001,咒雨,1,11,,,,,1050,1,1008,30|5|101008,,,,,,,,,,,,,,,,,,,1054,6263,13141,13,1,1,2,2,,,,,,,,,,,,,,头顶乌云密闭，随时都会有雷打下来……,,1,,,,,,,0,,,,,湛蓝符能瓶buff,,
2216001,生草,1,5,,,,,1083,1|0|0|-1|224|6264|13142,1001,100101|25,1084,,,,,,,,,,,,,,,,,,1035,6264,13142,5,1,1,2,2,,,,,,,,,,,,,,头顶长出了草？怎么感觉身体不受控制了！,,1,,,,,,,0,,,,,碧绿符能瓶buff,,
2217001,胡乱变身,1,10,,,,,1016,1|0|0|1,,,,,,,,,,,,,,,,,,,,,1065,6265,10079,10,1,1,2,2,,,,,,,,,,,,,,这回又变成什么动物了？,,1,2,,,,,,0,,,,,无色符能瓶buff,,
2218001,免疫符能瓶buff,1,199980,,,,,1047,2215001,1047,2216001,1047,2217001,1047,2224001,1047,2225001,1047,2227001,1047,2230001,1047,2231001,1047,2232001,,,,,,,4019,,,0,1,1,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,免疫符能瓶buff
2219001,探矿术,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,4019,,,20,1,1,2,2,,,,,,,,,,,,,,你的双眼闪过一道金光，能够透视地下发现隐藏的矿藏,,0,,,,,,,,,,,,,,
2220001,洞悉术,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,4019,,,12,1,1,2,2,,,,,,,,,,,,,,你感觉自己眼前一亮，能够清晰洞察周围的一切,,0,,,,,,,,,,,,,,
2221001,连跳术,1,30,,,,,1080,3|30|0|6274|100109|13159,,,,,,,,,,,,,,,,,,,,,4019,,,30,1,1,2,2,,,,,,,,,,,,,,你感觉身体轻盈，可以在空中连续跳跃,,0,,,,,,,,,,,,,,
2222001,隐身术,1,15,,,,,1082,,,,,,,,,,,,,,,,,,,,,,4019,,,15,1,1,2,2,,,,,,,,,,,,,,你的身体逐渐变得透明，仿佛融入了周围环境,,0,,,,,,,,,,,,,,
2223001,照明术,1,300,,,,,1081,5|10|1,,,,,,,,,,,,,,,,,,,,,4019,1663,,120,1,1,2,2,,,,,,,,,,,,,,你的周身散发出柔和的光芒，照亮了周围的黑暗,,0,,,,,,,,,,,,,,
2224001,大头术,1,30,,,,,1015,100702|100,,,,,,,,,,,,,,,,,,,,,4019,6265,,30,1,1,2,2,,,,,,,,,,,,,,你的头部突然变大，视野变得更加开阔,,0,,,,,,,,,,,,,,
2225001,小头术,1,30,,,,,1015,100702|-60,1015,100701|50,,,,,,,,,,,,,,,,,,,4019,6265,,30,1,1,2,2,,,,,,,,,,,,,,你的头部缩小了，感觉更加灵活敏捷,,0,,,,,,,,,,,,,,
2226001,长脖术,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,4019,6265,,10,1,1,2,2,,,,,,,,,,,,,,你的脖子不断伸长，可以看到更远的地方,,0,,,,,,,,,,,,,,
2227001,浮空术,1,10,,,,,1085,10|0|2|9,,,,,,,,,,,,,,,,,,,,,4019,6276,13152,10,1,1,2,2,,,,,,,,,,,,,,你感觉身体轻飘飘的，可以在空中自由漂浮,,0,,,,,,,,,,,,,,
2228001,连跳摔落免疫,1,31,,,,,1010,100411|-100,,,,,,,,,,,,,,,,,,,,,,,,31,1,1,2,2,,,,DAMAGED_FALLING,-0.75,,,,,,,,,降低100%受到的摔落伤害。,damaged_range_add,0,,,,,,,0,,1,,1,,,
2229001,升高摔落免疫,1,10,,,,,1010,100411|-100,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,2,2,,,,DAMAGED_FALLING,-0.75,,,,,,,,,降低100%受到的摔落伤害。,damaged_range_add,0,,,,,,,0,,1,,1,,,
2230001,“刑”火相传,1,3,,,,,1092,2230001|3|10|100304|1009|20274,1093,,1025,100|30|2230001,,,,,,,,,,,,,,,,,1054,1294,20273,3,1,1,1,2,,,,,,,,,,,,,,要...要爆啦！,,1,1,,,,,,0,,,,,赤红符能瓶buff,,
2231001,全场焦点,1,8,,,,,1081,5|6|1,1010,100412|-50,1094,10|1,,,,,,,,,,,,,,,,,1104,3164,20280,10,1,1,2,2,,,,,,,,,,,,,,站上C位！,,1,,,,,,,1,,,,,耀黄符能瓶buff,,
2232001,虚空领域,1,2,,,,,1001,100101|-70,1010,100412|30,1008,10|3|101006,,,,,,,,,,,,,,,,,4019,6254,,2,1,2,2,2,,,,,,,,,,,,,,被虚空能量侵蚀，移动困难且更易受伤…,unknown,1,,,,,,,,,,,0,,幽紫符能瓶buff,
2236001,隐身术,1,1,,,,,1082,,,,,,,,,,,,,,,,,,,,,,4019,,,1,1,1,2,2,,,,,,,,,,,,,,短暂隐身效果,,0,,,,,,,,,,,,,,
2236002,隐身术2,2,2,,,,,1082,,,,,,,,,,,,,,,,,,,,,,4019,,,2,1,1,2,2,,,,,,,,,,,,,,短暂隐身效果,,0,,,,,,,,,,,,,,
2236003,隐身术3,3,2,,,,,1082,,,,,,,,,,,,,,,,,,,,,,4019,,,3,1,1,2,2,,,,,,,,,,,,,,短暂隐身效果,,0,,,,,,,,,,,,,,
2237001,背刺强化,1,0,,,,,1003,100301|50,,,,,,,,,,,,,,,,,,,,,1016,1224,,3,1,1,2,2,,,,,,,,,,,,,,短暂增异效果,,0,,,,,,,,,,,,,,
2238001,暗影加速,1,0,,,,,1001,100101|30,,,,,,,,,,,,,,,,,,,,,1067,1238,,2,1,1,2,2,,,,,,,,,,,,,,短暂增异效果,,0,,,,,,,,,,,,,,
2240001,减伤护盾,1,2,,,,,1010,100412|-50,,,,,,,,,,,,,,,,,,,,,1016,,,2,1,1,2,2,,,,,,,,,,,,,,短暂增益效果,,0,,,,,,,,,,,,,,
2241001,减伤护盾,1,5,,,,,1010,100412|-50,,,,,,,,,,,,,,,,,,,,,1016,,,5,1,1,2,2,,,,,,,,,,,,,,短暂增益效果,,0,,,,,,,,,,,,,,
2241003,减伤护盾,1,6,,,,,1010,100412|-50,,,,,,,,,,,,,,,,,,,,,1016,,,5,1,1,2,2,,,,,,,,,,,,,,短暂增益效果,,0,,,,,,,,,,,,,,
2241004,减伤护盾,1,5,,,,,1010,100412|-50,,,,,,,,,,,,,,,,,,,,,1016,,,5,1,1,2,2,,,,,,,,,,,,,,短暂增益效果,,0,,,,,,,,,,,,,,
2242001,加速,1,3,,,,,1001,100101|20,,,,,,,,,,,,,,,,,,,,,1067,1238,10094,3,1,1,2,2,,,,,,,,,,,,,,,move_speed_add,0,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
2243001,感电,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243001
2243002,感电2,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2243002
2244001,麻痹,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244001
2245001,雷霆漫步,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2245001
2246001,雷神箭,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2246001
2247001,冰魂净化,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2247001
2249001,焚心绝效,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249001
2252001,符能护盾,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2252001
2253001,共生意识,1,3,,,,,1051,,1049,,,,,,,,,,,,,,,,,,,,1109,6264,13142,3,1,1,2,2,,,,,,,,,,,,,,被共生意识侵蚀，无法行动。,,1,,,,,,,,1,,,,,共生意识,
2254001,虚空boss减伤,1,199980,,,,,1010,100402|-99,1010,100301|-99,,,,,,,,,,,,,,,,,,,1048,,,0,1,1,2,2,,,,DAMAGED_RANGE,-1.4,,,,,,,,,降低99%受到的伤害。,damaged_range_add,0,,,,,,,0,,,,,虚空boss护罩buff,,
2255001,致盲,1,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,1067,,,10,1,1,2,2,,,,,,,,,,,,,,陷入致盲状态，视野变得非常狭窄。,,1,,,,,,,0,1,,,,,,2255001
2256001,城堡BOSS传送,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,,,3,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256001
2257001,传送,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,,,1,1,1,2,2,,,,,,,,,,,,,,你被随机传送了！,,2,0,,,,,,,,,,0,,,2257001
2258001,虚空摔落免疫,1,5,,,,,1010,100411|-100,,,,,,,,,,,,,,,,,,,,,,,,5,1,1,2,2,,,,DAMAGED_FALLING,-0.75,,,,,,,,,降低100%受到的摔落伤害。,damaged_range_add,0,,,,,,,0,,1,,1,,,
2259001,锁血,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,,,,,,,,,,,,,,锁血,damaged_range_add,0,,,,,,,0,,1,,1,,,
2260001,锁血护盾,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,2,,,,,,,,,,,,,,锁血护盾,damaged_range_add,0,,,,,,,0,,1,,1,,,
2261001,虚空无敌,3,11,,,,,1018,,,,,,,,,,,,,,,,,,,,,,1058,,,11,1,1,2,2,,,,,,,,,,,,,,处于保护时间内，不受任何伤害，主动攻击后取消。,knock,0,,,,,,,0,,,,,,,
2262001,召唤仪式,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2262001
2263001,虚空侵蚀,1,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,1058,,,300,1,1,2,2,,,,,,,,,,,,,,虚空侵蚀,knock,1,,,,,,,,,1,,,,虚空侵蚀,2263001
2264001,虚空侵蚀2,1,300,1,,,,,,,,,,,,,,,,,,,,,,,,,,1058,,,300,1,1,2,2,,,,,,,,,,,,,,虚空侵蚀,knock,1,,,,,,,,,1,,,,虚空侵蚀,2264001
2265001,虚空分身减伤,1,0,1,DamageBuff,,,1010,100412|-50,,,,,,,,,,,,,,,,,,,,,1016,,,0,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,0,,,,虚空分身减伤,,,
2266001,虚空分身攻击1,1,0,1,DamageBuff,,,1003,100311|50,,,,,,,,,,,,,,,,,,,,,1016,,,0,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,0,,,,虚空分身攻击,,,
2267001,混乱,1,0,1,DamageBuff,,,1003,100311|50,,,,,,,,,,,,,,,,,,,,,1016,,,0,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,0,,,,虚空分身攻击,,,2267001
2268001,蘑菇倒计时,1,0,1,DamageBuff,,,1003,100311|50,,,,,,,,,,,,,,,,,,,,,1016,,,0,1,1,2,2,,,1,,,,,,,,,,,,,,,,,,,,0,,,,虚空分身攻击,,,2268001
2269001,boss专用免疫buff,1,199980,,,,,1047,2224001,1047,2225001,1047,2227001,1047,2272001,,,,,,,,,,,,,,,4019,,,0,1,1,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,boss专用免疫buff,,,
2270001,迷幻视觉,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,,,10,1,1,2,2,,,,,,,,,,,,,,怎么地板在动啊？,,1,,,,,,,0,,,,,,,2270001
2271001,中级法力恢复,1,10,,,,,1086,10|10,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,10,1,1,2,2,,,,,,,,,,,,,,每1秒恢复10点法力值,,0,,,,,,,0,,,,,,,
2271002,初级法力恢复,1,180,,,,,1086,50|10,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,180,1,1,2,2,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,
2272001,星尘控制,1,2,,,,,1049,,,,,,,,,,,,,,,,,,,,,,1108,1436,,2,1,1,2,2,,,,,,,,,,,,,,麻了，动弹不得……,,1,,,,,,,,,,,,,,
2273001,国王皇冠召唤,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1108,1436,,0,1,1,2,2,,,,,,,,,,,,,,麻了，动弹不得……,,1,,,,,,,,,,,,,,
2274001,法力上限,1,300,,,,,1089,102301|30,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,300,1,1,2,2,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,,,
2275001,锁血CD,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,1,2,2,2,,,,,,,,,,,,,,锁血触发冷却,,2,,,,,,,0,,,,1,,,
